occurrence_id,delta_action,baseline_definition,final_definition,baseline_mass_kg,final_mass_kg,mass_delta_kg,baseline_parent_path,final_parent_path,reason
RECOVERY-PIN-BODY,REMOVED,DF8-R2-RECOVERY-PIN-006,N/A,0.003134,0.000000,-0.003134,500_SPRING_EJECTOR_AFT_CLOSURE_AND_RECOVERY_ASSY,N/A,Replaced by external buoy panels and the independent structural tether load path
RECOVERY-PIN-BODY-SHORT14,ADDED,N/A,DF8-R2-RECOVERY-PIN-006,0.000000,0.003134,0.003134,N/A,500_SPRING_EJECTOR_AFT_CLOSURE_AND_RECOVERY_ASSY/540_STRUCTURAL_RECOVERY_TETHER_ASSY,New SHORT14/external-buoy occurrence
RECOVERY-PIN-CLIP-BODY,REMOVED,DF8-R2-RECOVERY-E-RING-006,N/A,0.000067,0.000000,-0.000067,500_SPRING_EJECTOR_AFT_CLOSURE_AND_RECOVERY_ASSY,N/A,Replaced by external buoy panels and the independent structural tether load path
RECOVERY-PIN-CLIP-HARNESS,REMOVED,DF8-R2-RECOVERY-E-RING-006,N/A,0.000067,0.000000,-0.000067,500_SPRING_EJECTOR_AFT_CLOSURE_AND_RECOVERY_ASSY,N/A,Replaced by external buoy panels and the independent structural tether load path
RECOVERY-PIN-HARNESS,REMOVED,DF8-R2-RECOVERY-PIN-006,N/A,0.003134,0.000000,-0.003134,500_SPRING_EJECTOR_AFT_CLOSURE_AND_RECOVERY_ASSY,N/A,Replaced by external buoy panels and the independent structural tether load path
RECOVERY-TETHER-001,REMOVED,AMSTEEL-BLUE-872-7-64-R2,N/A,0.020000,0.000000,-0.020000,500_SPRING_EJECTOR_AFT_CLOSURE_AND_RECOVERY_ASSY,N/A,Replaced by external buoy panels and the independent structural tether load path
ROUTE-BOWDEN-SHEATH-001,REMOVED,DF8-FINAL-BOWDEN-SHEATH-001,N/A,0.009000,0.000000,-0.009000,300_TRUE_TRANSFORM_ARM_AND_POWERTRAIN_ASSY,N/A,Route deleted because its internal buoy architecture endpoints were removed
ROUTE-BOWDEN-WIRE-001,REMOVED,DF8-FINAL-BOWDEN-WIRE-001,N/A,0.002744,0.000000,-0.002744,300_TRUE_TRANSFORM_ARM_AND_POWERTRAIN_ASSY,N/A,Route deleted because its internal buoy architecture endpoints were removed
ROUTE-GAS-MAIN-001,REMOVED,DF8-FINAL-GAS-MAIN-001,N/A,0.013522,0.000000,-0.013522,300_TRUE_TRANSFORM_ARM_AND_POWERTRAIN_ASSY,N/A,Route deleted because its internal buoy architecture endpoints were removed
ROUTE-LINER-BOWDEN-SHEATH-001,REMOVED,DF8-FINAL-BOWDEN-SHEATH-FIXED-SECTOR-GUIDE-LINER,N/A,0.002960,0.000000,-0.002960,300_TRUE_TRANSFORM_ARM_AND_POWERTRAIN_ASSY,N/A,Route deleted because its internal buoy architecture endpoints were removed
ROUTE-LINER-GAS-MAIN-001,REMOVED,DF8-FINAL-GAS-MAIN-FIXED-SECTOR-GUIDE-LINER,N/A,0.001728,0.000000,-0.001728,300_TRUE_TRANSFORM_ARM_AND_POWERTRAIN_ASSY,N/A,Route deleted because its internal buoy architecture endpoints were removed
ROUTE-LINER-PILOT-LINE-001,REMOVED,DF8-FINAL-PILOT-LINE-FIXED-SECTOR-GUIDE-LINER,N/A,0.003229,0.000000,-0.003229,300_TRUE_TRANSFORM_ARM_AND_POWERTRAIN_ASSY,N/A,Route deleted because its internal buoy architecture endpoints were removed
ROUTE-MANIFOLD-FEED-001,REMOVED,DF8-FINAL-MANIFOLD-FULLFLOW-FEED-001,N/A,0.007000,0.000000,-0.007000,100_FORWARD_PENETRATOR_WAI_AND_PRIMARY_STRUCTURE_ASSY,N/A,Removed with the internal inflation architecture
ROUTE-PILOT-LINE-001,REMOVED,DF8-FINAL-PILOT-LINE-001,N/A,0.008496,0.000000,-0.008496,300_TRUE_TRANSFORM_ARM_AND_POWERTRAIN_ASSY,N/A,Route deleted because its internal buoy architecture endpoints were removed
SHORT-AFT-SHELL-AFT,ADDED,N/A,DF8-SHORT14-AFT-SHELL-CLOSURE-001,0.000000,0.037827,0.037827,N/A,500_SPRING_EJECTOR_AFT_CLOSURE_AND_RECOVERY_ASSY/510_SHORTENED_AFT_STRUCTURE_ASSY,New SHORT14/external-buoy occurrence
SHORT-AFT-SHELL-FWD,ADDED,N/A,DF8-SHORT14-AFT-SHELL-FORWARD-001,0.000000,0.727345,0.727345,N/A,500_SPRING_EJECTOR_AFT_CLOSURE_AND_RECOVERY_ASSY/510_SHORTENED_AFT_STRUCTURE_ASSY,New SHORT14/external-buoy occurrence
STOW-DOG-1,RETAINED_UNCHANGED,DF8-R2-STOW-DOG-001,DF8-R2-STOW-DOG-001,0.000705,0.000705,0.000000,300_TRUE_TRANSFORM_ARM_AND_POWERTRAIN_ASSY/331_ARM_1_ASSY,300_TRUE_TRANSFORM_ARM_AND_POWERTRAIN_ASSY/331_ARM_1_ASSY,Source occurrence retained
STOW-DOG-2,RETAINED_UNCHANGED,DF8-R2-STOW-DOG-001,DF8-R2-STOW-DOG-001,0.000705,0.000705,0.000000,300_TRUE_TRANSFORM_ARM_AND_POWERTRAIN_ASSY/332_ARM_2_ASSY,300_TRUE_TRANSFORM_ARM_AND_POWERTRAIN_ASSY/332_ARM_2_ASSY,Source occurrence retained
STOW-DOG-3,RETAINED_UNCHANGED,DF8-R2-STOW-DOG-001,DF8-R2-STOW-DOG-001,0.000705,0.000705,0.000000,300_TRUE_TRANSFORM_ARM_AND_POWERTRAIN_ASSY/333_ARM_3_ASSY,300_TRUE_TRANSFORM_ARM_AND_POWERTRAIN_ASSY/333_ARM_3_ASSY,Source occurrence retained
STOW-DOG-GUIDE-1,RETAINED_MODIFIED_DEFINITION,DF8-R2-STOW-DOG-GUIDE-001,DF8-SHORT14-STOW-DOG-GUIDE-001,0.027384,0.000531,-0.026854,300_TRUE_TRANSFORM_ARM_AND_POWERTRAIN_ASSY/331_ARM_1_ASSY,300_TRUE_TRANSFORM_ARM_AND_POWERTRAIN_ASSY/331_ARM_1_ASSY,Definition transformed for the SHORT14 configuration
STOW-DOG-GUIDE-2,RETAINED_MODIFIED_DEFINITION,DF8-R2-STOW-DOG-GUIDE-001,DF8-SHORT14-STOW-DOG-GUIDE-001,0.027384,0.000531,-0.026854,300_TRUE_TRANSFORM_ARM_AND_POWERTRAIN_ASSY/332_ARM_2_ASSY,300_TRUE_TRANSFORM_ARM_AND_POWERTRAIN_ASSY/332_ARM_2_ASSY,Definition transformed for the SHORT14 configuration
STOW-DOG-GUIDE-3,RETAINED_MODIFIED_DEFINITION,DF8-R2-STOW-DOG-GUIDE-001,DF8-SHORT14-STOW-DOG-GUIDE-001,0.027384,0.000531,-0.026854,300_TRUE_TRANSFORM_ARM_AND_POWERTRAIN_ASSY/333_ARM_3_ASSY,300_TRUE_TRANSFORM_ARM_AND_POWERTRAIN_ASSY/333_ARM_3_ASSY,Definition transformed for the SHORT14 configuration
STOW-DOG-INHIBIT-KEEPER-1,RETAINED_UNCHANGED,DF8-R2-STOW-DOG-INHIBIT-KEEPER-001,DF8-R2-STOW-DOG-INHIBIT-KEEPER-001,0.000004,0.000004,0.000000,300_TRUE_TRANSFORM_ARM_AND_POWERTRAIN_ASSY/331_ARM_1_ASSY,300_TRUE_TRANSFORM_ARM_AND_POWERTRAIN_ASSY/331_ARM_1_ASSY,Source occurrence retained
STOW-DOG-INHIBIT-KEEPER-2,RETAINED_UNCHANGED,DF8-R2-STOW-DOG-INHIBIT-KEEPER-001,DF8-R2-STOW-DOG-INHIBIT-KEEPER-001,0.000004,0.000004,0.000000,300_TRUE_TRANSFORM_ARM_AND_POWERTRAIN_ASSY/332_ARM_2_ASSY,300_TRUE_TRANSFORM_ARM_AND_POWERTRAIN_ASSY/332_ARM_2_ASSY,Source occurrence retained
STOW-DOG-INHIBIT-KEEPER-3,RETAINED_UNCHANGED,DF8-R2-STOW-DOG-INHIBIT-KEEPER-001,DF8-R2-STOW-DOG-INHIBIT-KEEPER-001,0.000004,0.000004,0.000000,300_TRUE_TRANSFORM_ARM_AND_POWERTRAIN_ASSY/333_ARM_3_ASSY,300_TRUE_TRANSFORM_ARM_AND_POWERTRAIN_ASSY/333_ARM_3_ASSY,Source occurrence retained
STOW-DOG-INHIBIT-PIN-1,RETAINED_UNCHANGED,DF8-R2-STOW-DOG-INHIBIT-PIN-001,DF8-R2-STOW-DOG-INHIBIT-PIN-001,0.000059,0.000059,0.000000,300_TRUE_TRANSFORM_ARM_AND_POWERTRAIN_ASSY/331_ARM_1_ASSY,300_TRUE_TRANSFORM_ARM_AND_POWERTRAIN_ASSY/331_ARM_1_ASSY,Source occurrence retained
STOW-DOG-INHIBIT-PIN-2,RETAINED_UNCHANGED,DF8-R2-STOW-DOG-INHIBIT-PIN-001,DF8-R2-STOW-DOG-INHIBIT-PIN-001,0.000059,0.000059,0.000000,300_TRUE_TRANSFORM_ARM_AND_POWERTRAIN_ASSY/332_ARM_2_ASSY,300_TRUE_TRANSFORM_ARM_AND_POWERTRAIN_ASSY/332_ARM_2_ASSY,Source occurrence retained
STOW-DOG-INHIBIT-PIN-3,RETAINED_UNCHANGED,DF8-R2-STOW-DOG-INHIBIT-PIN-001,DF8-R2-STOW-DOG-INHIBIT-PIN-001,0.000059,0.000059,0.000000,300_TRUE_TRANSFORM_ARM_AND_POWERTRAIN_ASSY/333_ARM_3_ASSY,300_TRUE_TRANSFORM_ARM_AND_POWERTRAIN_ASSY/333_ARM_3_ASSY,Source occurrence retained
STOW-DOG-SPRING-1,RETAINED_UNCHANGED,DF8-R2-STOW-DOG-RETURN-SPRING-001,DF8-R2-STOW-DOG-RETURN-SPRING-001,0.000000,0.000000,0.000000,300_TRUE_TRANSFORM_ARM_AND_POWERTRAIN_ASSY/331_ARM_1_ASSY,300_TRUE_TRANSFORM_ARM_AND_POWERTRAIN_ASSY/331_ARM_1_ASSY,Source occurrence retained
STOW-DOG-SPRING-2,RETAINED_UNCHANGED,DF8-R2-STOW-DOG-RETURN-SPRING-001,DF8-R2-STOW-DOG-RETURN-SPRING-001,0.000000,0.000000,0.000000,300_TRUE_TRANSFORM_ARM_AND_POWERTRAIN_ASSY/332_ARM_2_ASSY,300_TRUE_TRANSFORM_ARM_AND_POWERTRAIN_ASSY/332_ARM_2_ASSY,Source occurrence retained
STOW-DOG-SPRING-3,RETAINED_UNCHANGED,DF8-R2-STOW-DOG-RETURN-SPRING-001,DF8-R2-STOW-DOG-RETURN-SPRING-001,0.000000,0.000000,0.000000,300_TRUE_TRANSFORM_ARM_AND_POWERTRAIN_ASSY/333_ARM_3_ASSY,300_TRUE_TRANSFORM_ARM_AND_POWERTRAIN_ASSY/333_ARM_3_ASSY,Source occurrence retained
STRUCTURAL-RECOVERY-TETHER,ADDED,N/A,AMSTEEL-BLUE-SHORT14-STRUCTURAL-TETHER-001,0.000000,0.090000,0.090000,N/A,500_SPRING_EJECTOR_AFT_CLOSURE_AND_RECOVERY_ASSY/540_STRUCTURAL_RECOVERY_TETHER_ASSY,New SHORT14/external-buoy occurrence
TETHER-EXIT-CHAFE-SLEEVE,ADDED,N/A,DF8-SHORT14-TETHER-EXIT-CHAFE-SLEEVE-001,0.000000,0.012000,0.012000,N/A,500_SPRING_EJECTOR_AFT_CLOSURE_AND_RECOVERY_ASSY/540_STRUCTURAL_RECOVERY_TETHER_ASSY,New SHORT14/external-buoy occurrence
TETHER-THIMBLE-BODY,REMOVED,DF8-R2-TETHER-THIMBLE-001,N/A,0.002897,0.000000,-0.002897,500_SPRING_EJECTOR_AFT_CLOSURE_AND_RECOVERY_ASSY,N/A,Replaced by external buoy panels and the independent structural tether load path
TETHER-THIMBLE-BODY-SHORT14,ADDED,N/A,DF8-R2-TETHER-THIMBLE-001,0.000000,0.002897,0.002897,N/A,500_SPRING_EJECTOR_AFT_CLOSURE_AND_RECOVERY_ASSY/540_STRUCTURAL_RECOVERY_TETHER_ASSY,New SHORT14/external-buoy occurrence
TETHER-THIMBLE-BUOY-SHORT14,ADDED,N/A,DF8-R2-TETHER-THIMBLE-001,0.000000,0.002897,0.002897,N/A,500_SPRING_EJECTOR_AFT_CLOSURE_AND_RECOVERY_ASSY/540_STRUCTURAL_RECOVERY_TETHER_ASSY,New SHORT14/external-buoy occurrence
TETHER-THIMBLE-HARNESS,REMOVED,DF8-R2-TETHER-THIMBLE-001,N/A,0.002897,0.000000,-0.002897,500_SPRING_EJECTOR_AFT_CLOSURE_AND_RECOVERY_ASSY,N/A,Replaced by external buoy panels and the independent structural tether load path
TRIGGER-MOUNT-SCREW-1,REMOVED,SSCF-M3-10-A4,N/A,0.000880,0.000000,-0.000880,100_FORWARD_PENETRATOR_WAI_AND_PRIMARY_STRUCTURE_ASSY/190_MANDATORY_HARDWARE_ASSY,N/A,Removed with the internal inflation architecture
TRIGGER-MOUNT-SCREW-2,REMOVED,SSCF-M3-10-A4,N/A,0.000880,0.000000,-0.000880,100_FORWARD_PENETRATOR_WAI_AND_PRIMARY_STRUCTURE_ASSY/190_MANDATORY_HARDWARE_ASSY,N/A,Removed with the internal inflation architecture
TRIGGER-MOUNT-SCREW-3,REMOVED,SSCF-M3-10-A4,N/A,0.000880,0.000000,-0.000880,100_FORWARD_PENETRATOR_WAI_AND_PRIMARY_STRUCTURE_ASSY/190_MANDATORY_HARDWARE_ASSY,N/A,Removed with the internal inflation architecture
WATER-BOBBIN-001,REMOVED,V80040,N/A,0.001696,0.000000,-0.001696,100_FORWARD_PENETRATOR_WAI_AND_PRIMARY_STRUCTURE_ASSY,N/A,Removed with the internal inflation architecture
WATER-BOBBIN-SERVICE-CAP-001,REMOVED,DF8-WATER-BOBBIN-SERVICE-CAP-001,N/A,0.004832,0.000000,-0.004832,100_FORWARD_PENETRATOR_WAI_AND_PRIMARY_STRUCTURE_ASSY/190_MANDATORY_HARDWARE_ASSY,N/A,Removed with the internal inflation architecture
WATER-ENTRY-MESH,ADDED,N/A,DF8-SHORT14-WATER-ENTRY-MESH-001,0.000000,0.012000,0.012000,N/A,500_SPRING_EJECTOR_AFT_CLOSURE_AND_RECOVERY_ASSY/520_CORDURA_BREAKAWAY_BUOY_PACK_ASSY,New SHORT14/external-buoy occurrence
WATER-INLET-001,REMOVED,DF8-R2-WATER-INLET-001,N/A,0.001528,0.000000,-0.001528,100_FORWARD_PENETRATOR_WAI_AND_PRIMARY_STRUCTURE_ASSY,N/A,Removed with the internal inflation architecture
WATER-TRIGGER-HSG-001,REMOVED,DF8-R2-WATER-TRIGGER-HSG-001,N/A,0.006081,0.000000,-0.006081,100_FORWARD_PENETRATOR_WAI_AND_PRIMARY_STRUCTURE_ASSY,N/A,Removed with the internal inflation architecture
WP04-AFT-RAIL-SUPPORT,REMOVED,WP04-AFT-RAIL-SUPPORT-R2,N/A,0.009104,0.000000,-0.009104,500_SPRING_EJECTOR_AFT_CLOSURE_AND_RECOVERY_ASSY/590_MANDATORY_HARDWARE_ASSY,N/A,Removed with the internal follower/sleeve/door ejection architecture
WP04-EJECTOR-SPRING,REMOVED,DF8-FINAL-WP04-EJECTOR-SPRING-001,N/A,0.031986,0.000000,-0.031986,500_SPRING_EJECTOR_AFT_CLOSURE_AND_RECOVERY_ASSY,N/A,Removed with the internal follower/sleeve/door ejection architecture
WP04-FIXED-SLEEVE,REMOVED,WP04-FIXED-GUIDE-SLEEVE-R2,N/A,0.004757,0.000000,-0.004757,500_SPRING_EJECTOR_AFT_CLOSURE_AND_RECOVERY_ASSY,N/A,Removed with the internal follower/sleeve/door ejection architecture
WP04-FIXED-SLEEVE-SCREW-1,REMOVED,SSCA-M3-8-A4-BL,N/A,0.000800,0.000000,-0.000800,500_SPRING_EJECTOR_AFT_CLOSURE_AND_RECOVERY_ASSY/590_MANDATORY_HARDWARE_ASSY,N/A,Removed with the internal follower/sleeve/door ejection architecture
WP04-FIXED-SLEEVE-SCREW-2,REMOVED,SSCA-M3-8-A4-BL,N/A,0.000800,0.000000,-0.000800,500_SPRING_EJECTOR_AFT_CLOSURE_AND_RECOVERY_ASSY/590_MANDATORY_HARDWARE_ASSY,N/A,Removed with the internal follower/sleeve/door ejection architecture
WP04-FIXED-SLEEVE-SCREW-3,REMOVED,SSCA-M3-8-A4-BL,N/A,0.000800,0.000000,-0.000800,500_SPRING_EJECTOR_AFT_CLOSURE_AND_RECOVERY_ASSY/590_MANDATORY_HARDWARE_ASSY,N/A,Removed with the internal follower/sleeve/door ejection architecture
WP04-FOLLOWER-001,REMOVED,WP04-FOL-001-R2,N/A,0.005581,0.000000,-0.005581,500_SPRING_EJECTOR_AFT_CLOSURE_AND_RECOVERY_ASSY,N/A,Removed with the internal follower/sleeve/door ejection architecture
WP04-FULLFLOW-MANIFOLD,REMOVED,DF8-FINAL-WP04-FULLFLOW-MANIFOLD,N/A,0.000912,0.000000,-0.000912,300_TRUE_TRANSFORM_ARM_AND_POWERTRAIN_ASSY,N/A,Removed with the internal inflation architecture
WP04-GUIDE-RAIL-1,REMOVED,WP04-GUIDE-RAIL-001-R2,N/A,0.003799,0.000000,-0.003799,500_SPRING_EJECTOR_AFT_CLOSURE_AND_RECOVERY_ASSY,N/A,Removed with the internal follower/sleeve/door ejection architecture
WP04-GUIDE-RAIL-2,REMOVED,WP04-GUIDE-RAIL-001-R2,N/A,0.003799,0.000000,-0.003799,500_SPRING_EJECTOR_AFT_CLOSURE_AND_RECOVERY_ASSY,N/A,Removed with the internal follower/sleeve/door ejection architecture
WP04-GUIDE-RAIL-3,REMOVED,WP04-GUIDE-RAIL-001-R2,N/A,0.003799,0.000000,-0.003799,500_SPRING_EJECTOR_AFT_CLOSURE_AND_RECOVERY_ASSY,N/A,Removed with the internal follower/sleeve/door ejection architecture
WP04-LATCH-001,REMOVED,WP04-LATCH-HOUSING-R2,N/A,0.005496,0.000000,-0.005496,500_SPRING_EJECTOR_AFT_CLOSURE_AND_RECOVERY_ASSY,N/A,Removed with the internal follower/sleeve/door ejection architecture
WP04-LATCH-SCREW-1,REMOVED,SSCA-M3-8-A4-BL,N/A,0.000800,0.000000,-0.000800,500_SPRING_EJECTOR_AFT_CLOSURE_AND_RECOVERY_ASSY/590_MANDATORY_HARDWARE_ASSY,N/A,Removed with the internal follower/sleeve/door ejection architecture
WP04-LATCH-SCREW-2,REMOVED,SSCA-M3-8-A4-BL,N/A,0.000800,0.000000,-0.000800,500_SPRING_EJECTOR_AFT_CLOSURE_AND_RECOVERY_ASSY/590_MANDATORY_HARDWARE_ASSY,N/A,Removed with the internal follower/sleeve/door ejection architecture
WP04-MANIFOLD-BRACKET,REMOVED,DF8-FINAL-WP04-MANIFOLD-BRACKET,N/A,0.000021,0.000000,-0.000021,300_TRUE_TRANSFORM_ARM_AND_POWERTRAIN_ASSY,N/A,Removed with the internal inflation architecture
WP04-MOVING-SLEEVE,REMOVED,WP04-MOVING-GUIDE-SLEEVE-R2,N/A,0.006848,0.000000,-0.006848,500_SPRING_EJECTOR_AFT_CLOSURE_AND_RECOVERY_ASSY,N/A,Removed with the internal follower/sleeve/door ejection architecture
WP04-MOVING-SLEEVE-SCREW-1,REMOVED,SSCA-M3-8-A4-BL,N/A,0.000800,0.000000,-0.000800,500_SPRING_EJECTOR_AFT_CLOSURE_AND_RECOVERY_ASSY/590_MANDATORY_HARDWARE_ASSY,N/A,Removed with the internal follower/sleeve/door ejection architecture
WP04-MOVING-SLEEVE-SCREW-2,REMOVED,SSCA-M3-8-A4-BL,N/A,0.000800,0.000000,-0.000800,500_SPRING_EJECTOR_AFT_CLOSURE_AND_RECOVERY_ASSY/590_MANDATORY_HARDWARE_ASSY,N/A,Removed with the internal follower/sleeve/door ejection architecture
WP04-MOVING-SLEEVE-SCREW-3,REMOVED,SSCA-M3-8-A4-BL,N/A,0.000800,0.000000,-0.000800,500_SPRING_EJECTOR_AFT_CLOSURE_AND_RECOVERY_ASSY/590_MANDATORY_HARDWARE_ASSY,N/A,Removed with the internal follower/sleeve/door ejection architecture
WP04-REACTION-BULKHEAD,REMOVED,WP04-RB-001-R2,N/A,0.041170,0.000000,-0.041170,500_SPRING_EJECTOR_AFT_CLOSURE_AND_RECOVERY_ASSY,N/A,Removed with the internal follower/sleeve/door ejection architecture
WP04-SEAR-001,REMOVED,WP04-LATCH-SEAR-R2,N/A,0.000635,0.000000,-0.000635,500_SPRING_EJECTOR_AFT_CLOSURE_AND_RECOVERY_ASSY,N/A,Removed with the internal follower/sleeve/door ejection architecture
WP04-SEAR-CLIP-001,REMOVED,WP04-LATCH-SEAR-E-RING-R2,N/A,0.000043,0.000000,-0.000043,500_SPRING_EJECTOR_AFT_CLOSURE_AND_RECOVERY_ASSY,N/A,Removed with the internal follower/sleeve/door ejection architecture
WP05-DOOR-001,REMOVED,WP05-DOOR-R2,N/A,0.023848,0.000000,-0.023848,500_SPRING_EJECTOR_AFT_CLOSURE_AND_RECOVERY_ASSY,N/A,Removed with the internal follower/sleeve/door ejection architecture
WP05-DOOR-LANYARD,REMOVED,WP05-DOOR-LANYARD-R2,N/A,0.002000,0.000000,-0.002000,500_SPRING_EJECTOR_AFT_CLOSURE_AND_RECOVERY_ASSY,N/A,Removed with the internal follower/sleeve/door ejection architecture
WP05-HINGE-CLIP,REMOVED,WP05-HINGE-CRESCENT-RING-R2,N/A,0.000031,0.000000,-0.000031,500_SPRING_EJECTOR_AFT_CLOSURE_AND_RECOVERY_ASSY,N/A,Removed with the internal follower/sleeve/door ejection architecture
WP05-HINGE-PIN,REMOVED,WP05-HINGE-PIN-R2,N/A,0.000966,0.000000,-0.000966,500_SPRING_EJECTOR_AFT_CLOSURE_AND_RECOVERY_ASSY,N/A,Removed with the internal follower/sleeve/door ejection architecture
WP05-SERVICE-THROAT,REMOVED,WP05-SERVICE-THROAT-R2,N/A,0.189208,0.000000,-0.189208,500_SPRING_EJECTOR_AFT_CLOSURE_AND_RECOVERY_ASSY,N/A,Removed with the internal follower/sleeve/door ejection architecture
WP05-THROAT-SCREW-1,REMOVED,SSK-M3-6-A4-P80,N/A,0.000360,0.000000,-0.000360,500_SPRING_EJECTOR_AFT_CLOSURE_AND_RECOVERY_ASSY/590_MANDATORY_HARDWARE_ASSY,N/A,Removed with the internal follower/sleeve/door ejection architecture
WP05-THROAT-SCREW-2,REMOVED,SSK-M3-6-A4-P80,N/A,0.000360,0.000000,-0.000360,500_SPRING_EJECTOR_AFT_CLOSURE_AND_RECOVERY_ASSY/590_MANDATORY_HARDWARE_ASSY,N/A,Removed with the internal follower/sleeve/door ejection architecture
WP05-THROAT-SCREW-3,REMOVED,SSK-M3-6-A4-P80,N/A,0.000360,0.000000,-0.000360,500_SPRING_EJECTOR_AFT_CLOSURE_AND_RECOVERY_ASSY/590_MANDATORY_HARDWARE_ASSY,N/A,Removed with the internal follower/sleeve/door ejection architecture
WP05-THROAT-SCREW-4,REMOVED,SSK-M3-6-A4-P80,N/A,0.000360,0.000000,-0.000360,500_SPRING_EJECTOR_AFT_CLOSURE_AND_RECOVERY_ASSY/590_MANDATORY_HARDWARE_ASSY,N/A,Removed with the internal follower/sleeve/door ejection architecture
WP05-THROAT-SCREW-5,REMOVED,SSK-M3-6-A4-P80,N/A,0.000360,0.000000,-0.000360,500_SPRING_EJECTOR_AFT_CLOSURE_AND_RECOVERY_ASSY/590_MANDATORY_HARDWARE_ASSY,N/A,Removed with the internal follower/sleeve/door ejection architecture
WP05-THROAT-SCREW-6,REMOVED,SSK-M3-6-A4-P80,N/A,0.000360,0.000000,-0.000360,500_SPRING_EJECTOR_AFT_CLOSURE_AND_RECOVERY_ASSY/590_MANDATORY_HARDWARE_ASSY,N/A,Removed with the internal follower/sleeve/door ejection architecture
