component_name,part_number,function,quantity,exact_location,selection_basis,location_orientation_basis,load_pressure_travel_environment_requirement,rating_or_calculated_capacity,interface_and_attachment,clearances,tolerance_requirements,assembly_access,service_reset_access,material_compatibility,mass_cg_effect,applicable_analysis,evidence,verification_status
INFLATOR_IMPACT_GUARD_WITH_OPEN_WATER_PATH_TI,DF8-SHORT14-INFLATOR-GUARD-001,INFLATOR IMPACT GUARD WITH OPEN WATER PATH,1,Shortened_Aft_Body_External_Buoy_Assembly/Buoy_Mounted_Automatic_Manual_Inflation_Assembly/INFLATOR_IMPACT_GUARD_WITH_OPEN_WATER_PATH_TI: X 74.500..77.500 mm; Y -15.500..15.500 mm; Z 1458.500..1517.500 mm,Wire form/machine; rounded edges; patch-mounted proof; Ti-6Al-4V Grade 5 certified product form; heat/lot CoC; qualified argon-purged WPS where welded; PT after welding; alpha-case removal; galvanic isolation; CMM final inspection,Occurrence transform and named parent path in both authoring inventories.,"See connection register, motion-track register, and analysis applicability matrix; unpublished mission loads remain NOT CALCULABLE.",NOT DETERMINABLE FROM CONTROLLED INPUTS,PATCH_AND_WEBBING_SUPPORTED (DOF LATER_PHASE_BUOY_MOTION),Endpoint and 0-80 degree exact-Boolean registers; occurrence-specific margin not otherwise stated.,REQUIRES RELEASE DRAWING OR SUPPLIER DRAWING; NOT RELEASED,Modeled access only; physical tool-access verification required.,See assembly/service/reset instructions; physical trial required.,Ti-6Al-4V; ASTM B600 clean/passivate; drawing-controlled surface finish,0.055 kg each; exact occurrence allocation in mass report.,"Mass, motion/interference, interface, environment, manufacturing; additional load analysis as applicable.",,DIGITAL DEFINITION PRESENT; RELEASE QUALIFICATION NOT ESTABLISHED
WET-RATED_LOOP_CLOSURE_STRIP,DF8-SHORT14-LOOP-STRIP-001,WET-RATED LOOP CLOSURE STRIP,1,Shortened_Aft_Body_External_Buoy_Assembly/Aft_Buoy_Breakaway_Wrap_CORDURA/WET-RATED_LOOP_CLOSURE_STRIP: X -8.238..4.959 mm; Y 46.690..47.440 mm; Z 1380.000..1594.000 mm,Sew to reinforced flap with bounded 16-degree overlap; Heat/lot CoC; drawing tolerances; deburr; clean; final dimensional inspection,Occurrence transform and named parent path in both authoring inventories.,"See connection register, motion-track register, and analysis applicability matrix; unpublished mission loads remain NOT CALCULABLE.",NOT DETERMINABLE FROM CONTROLLED INPUTS,SEWN_TO_RIGHT_FLAP (DOF FLEXIBLE),Endpoint and 0-80 degree exact-Boolean registers; occurrence-specific margin not otherwise stated.,REQUIRES RELEASE DRAWING OR SUPPLIER DRAWING; NOT RELEASED,Modeled access only; physical tool-access verification required.,See assembly/service/reset instructions; physical trial required.,Nylon hook-and-loop; Per controlled drawing,0.012 kg each; exact occurrence allocation in mass report.,"Mass, motion/interference, interface, environment, manufacturing; additional load analysis as applicable.",,DIGITAL DEFINITION PRESENT; RELEASE QUALIFICATION NOT ESTABLISHED
MANUAL_INFLATOR_PULL_LANYARD_WITH_MODELED_SLACK_AND_FIRED_TRAVEL_HMPE,DF8-SHORT14-MANUAL-PULL-LANYARD-001,MANUAL INFLATOR PULL LANYARD WITH MODELED SLACK AND FIRED TRAVEL,1,Shortened_Aft_Body_External_Buoy_Assembly/Buoy_Mounted_Automatic_Manual_Inflation_Assembly/MANUAL_INFLATOR_PULL_LANYARD_WITH_MODELED_SLACK_AND_FIRED_TRAVEL_HMPE: X 53.958..84.928 mm; Y -1.200..7.200 mm; Z 1505.405..1543.867 mm,Modeled slack 18.0 mm; required unobstructed fired travel 25.0 mm.,Occurrence transform and named parent path in both authoring inventories.,"See connection register, motion-track register, and analysis applicability matrix; unpublished mission loads remain NOT CALCULABLE.",NOT DETERMINABLE FROM CONTROLLED INPUTS,PINNED_TO_MANUAL_LEVER (DOF FLEXIBLE),Endpoint and 0-80 degree exact-Boolean registers; occurrence-specific margin not otherwise stated.,REQUIRES RELEASE DRAWING OR SUPPLIER DRAWING; NOT RELEASED,Modeled access only; physical tool-access verification required.,See assembly/service/reset instructions; physical trial required.,"HMPE cord; Chafe-protected, heat-sealed and clean",0.008 kg each; exact occurrence allocation in mass report.,"Mass, motion/interference, interface, environment, manufacturing; additional load analysis as applicable.",Modeled slack 18.0 mm; required unobstructed fired travel 25.0 mm.,DIGITAL DEFINITION PRESENT; RELEASE QUALIFICATION NOT ESTABLISHED
GLOVED-HAND_MANUAL_PULL_TAB_WITH_SNAG-RETENTION_KEEPER_TPU,DF8-SHORT14-MANUAL-PULL-TAB-001,GLOVED-HAND MANUAL PULL TAB WITH SNAG-RETENTION KEEPER,1,Shortened_Aft_Body_External_Buoy_Assembly/Buoy_Mounted_Automatic_Manual_Inflation_Assembly/GLOVED-HAND_MANUAL_PULL_TAB_WITH_SNAG-RETENTION_KEEPER_TPU: X 82.000..86.000 mm; Y -17.000..17.000 mm; Z 1532.000..1554.000 mm,Overmold; high-visibility marking; gloved pull and snag test; Controlled rope construction and raw-lot CoC; finished length tolerance; occurrence-specific eye/thimble/ferrule traveler; splice or swage dimensional inspection; finished-article proof load,Occurrence transform and named parent path in both authoring inventories.,"See connection register, motion-track register, and analysis applicability matrix; unpublished mission loads remain NOT CALCULABLE.",NOT DETERMINABLE FROM CONTROLLED INPUTS,LANYARD_EYE_AND_BREAKAWAY_KEEPER (DOF MANUAL 25 MM PULL),Endpoint and 0-80 degree exact-Boolean registers; occurrence-specific margin not otherwise stated.,REQUIRES RELEASE DRAWING OR SUPPLIER DRAWING; NOT RELEASED,Modeled access only; physical tool-access verification required.,See assembly/service/reset instructions; physical trial required.,"TPU overmold on HMPE webbing; Chafe-protected, heat-sealed and clean",0.018 kg each; exact occurrence allocation in mass report.,"Mass, motion/interference, interface, environment, manufacturing; additional load analysis as applicable.",,DIGITAL DEFINITION PRESENT; RELEASE QUALIFICATION NOT ESTABLISHED
LOW-PROFILE_PACK_ATTACHMENT_COLLAR_WITHIN_57.15_MM_RIGID_LIMIT_TI,DF8-SHORT14-PACK-ATTACHMENT-COLLAR-001,LOW-PROFILE PACK ATTACHMENT COLLAR WITHIN 57.15 MM RIGID LIMIT,2,Shortened_Aft_Body_External_Buoy_Assembly/Shortened_Aft_Structure_Assembly/LOW-PROFILE_PACK_ATTACHMENT_COLLAR_WITHIN_57.15_MM_RIGID_LIMIT_TI_01: X -28.250..28.250 mm; Y -28.250..28.250 mm; Z 1380.000..1384.000 mm | Shortened_Aft_Body_External_Buoy_Assembly/Shortened_Aft_Structure_Assembly/LOW-PROFILE_PACK_ATTACHMENT_COLLAR_WITHIN_57.15_MM_RIGID_LIMIT_TI_02: X -28.250..28.250 mm; Y -28.250..28.250 mm; Z 1590.000..1594.000 mm,Split-ring machine; qualified shell attachment; proof load pack retention; Ti-6Al-4V Grade 5 certified product form; heat/lot CoC; qualified argon-purged WPS where welded; PT after welding; alpha-case removal; galvanic isolation; CMM final inspection,Occurrence transform and named parent path in both authoring inventories.,"See connection register, motion-track register, and analysis applicability matrix; unpublished mission loads remain NOT CALCULABLE.",NOT DETERMINABLE FROM CONTROLLED INPUTS,DEFINED_PERMANENT_JOINT (DOF 0),Endpoint and 0-80 degree exact-Boolean registers; occurrence-specific margin not otherwise stated.,REQUIRES RELEASE DRAWING OR SUPPLIER DRAWING; NOT RELEASED,Modeled access only; physical tool-access verification required.,See assembly/service/reset instructions; physical trial required.,Ti-6Al-4V; ASTM B600 clean/passivate; drawing-controlled surface finish,0.005333788153283115 kg each; exact occurrence allocation in mass report.,"Mass, motion/interference, interface, environment, manufacturing; additional load analysis as applicable.",,DIGITAL DEFINITION PRESENT; RELEASE QUALIFICATION NOT ESTABLISHED
STRUCTURAL_PACK-RETENTION_WEBBING_STRAP_HMPE,DF8-SHORT14-PACK-ATTACHMENT-WEBBING-001,STRUCTURAL PACK-RETENTION WEBBING STRAP,2,Shortened_Aft_Body_External_Buoy_Assembly/Aft_Buoy_Breakaway_Wrap_CORDURA/STRUCTURAL_PACK-RETENTION_WEBBING_STRAP_HMPE_01: X -45.600..45.600 mm; Y -45.600..45.600 mm; Z 1376.000..1388.000 mm | Shortened_Aft_Body_External_Buoy_Assembly/Aft_Buoy_Breakaway_Wrap_CORDURA/STRUCTURAL_PACK-RETENTION_WEBBING_STRAP_HMPE_02: X -45.600..45.600 mm; Y -45.600..45.600 mm; Z 1586.000..1598.000 mm,Retains pack only and is excluded from the recovery load path.,Occurrence transform and named parent path in both authoring inventories.,"See connection register, motion-track register, and analysis applicability matrix; unpublished mission loads remain NOT CALCULABLE.",NOT DETERMINABLE FROM CONTROLLED INPUTS,LACED_TO_LOW_PROFILE_COLLAR (DOF FLEXIBLE),Endpoint and 0-80 degree exact-Boolean registers; occurrence-specific margin not otherwise stated.,REQUIRES RELEASE DRAWING OR SUPPLIER DRAWING; NOT RELEASED,Modeled access only; physical tool-access verification required.,See assembly/service/reset instructions; physical trial required.,"HMPE webbing; Chafe-protected, heat-sealed and clean",0.028 kg each; exact occurrence allocation in mass report.,"Mass, motion/interference, interface, environment, manufacturing; additional load analysis as applicable.",Retains pack only and is excluded from the recovery load path.,DIGITAL DEFINITION PRESENT; RELEASE QUALIFICATION NOT ESTABLISHED
REINFORCED_PACK_EDGE_BINDING_HMPE,DF8-SHORT14-PACK-EDGE-BAND-001,REINFORCED PACK EDGE BINDING,2,Shortened_Aft_Body_External_Buoy_Assembly/Aft_Buoy_Breakaway_Wrap_CORDURA/REINFORCED_PACK_EDGE_BINDING_HMPE_01: X -49.000..49.000 mm; Y -49.000..49.000 mm; Z 1368.000..1374.000 mm | Shortened_Aft_Body_External_Buoy_Assembly/Aft_Buoy_Breakaway_Wrap_CORDURA/REINFORCED_PACK_EDGE_BINDING_HMPE_02: X -49.000..49.000 mm; Y -49.000..49.000 mm; Z 1600.000..1606.000 mm,Bound edge; continuous stitch and bar-tack termination; Controlled rope construction and raw-lot CoC; finished length tolerance; occurrence-specific eye/thimble/ferrule traveler; splice or swage dimensional inspection; finished-article proof load,Occurrence transform and named parent path in both authoring inventories.,"See connection register, motion-track register, and analysis applicability matrix; unpublished mission loads remain NOT CALCULABLE.",NOT DETERMINABLE FROM CONTROLLED INPUTS,SEWN_TO_CRADLE_AND_FLAPS (DOF FLEXIBLE),Endpoint and 0-80 degree exact-Boolean registers; occurrence-specific margin not otherwise stated.,REQUIRES RELEASE DRAWING OR SUPPLIER DRAWING; NOT RELEASED,Modeled access only; physical tool-access verification required.,See assembly/service/reset instructions; physical trial required.,"Cordura binding and HMPE webbing; Chafe-protected, heat-sealed and clean",0.02 kg each; exact occurrence allocation in mass report.,"Mass, motion/interference, interface, environment, manufacturing; additional load analysis as applicable.",,DIGITAL DEFINITION PRESENT; RELEASE QUALIFICATION NOT ESTABLISHED
PACK_COLLAR-TO-CRADLE_RADIAL_WEBBING_TIE_HMPE,DF8-SHORT14-PACK-RADIAL-TIE-1-1,PACK COLLAR-TO-CRADLE RADIAL WEBBING TIE,1,Shortened_Aft_Body_External_Buoy_Assembly/Aft_Buoy_Breakaway_Wrap_CORDURA/PACK_COLLAR-TO-CRADLE_RADIAL_WEBBING_TIE_HMPE: X 11.835..24.765 mm; Y 22.999..40.394 mm; Z 1380.500..1383.500 mm,Folded and bar-tacked around collar and cradle webbing; Controlled rope construction and raw-lot CoC; finished length tolerance; occurrence-specific eye/thimble/ferrule traveler; splice or swage dimensional inspection; finished-article proof load,Occurrence transform and named parent path in both authoring inventories.,"See connection register, motion-track register, and analysis applicability matrix; unpublished mission loads remain NOT CALCULABLE.",NOT DETERMINABLE FROM CONTROLLED INPUTS,BAR_TACKED_CLOSED_TIE (DOF FLEXIBLE),Endpoint and 0-80 degree exact-Boolean registers; occurrence-specific margin not otherwise stated.,REQUIRES RELEASE DRAWING OR SUPPLIER DRAWING; NOT RELEASED,Modeled access only; physical tool-access verification required.,See assembly/service/reset instructions; physical trial required.,"HMPE webbing; Chafe-protected, heat-sealed and clean",0.004 kg each; exact occurrence allocation in mass report.,"Mass, motion/interference, interface, environment, manufacturing; additional load analysis as applicable.",,DIGITAL DEFINITION PRESENT; RELEASE QUALIFICATION NOT ESTABLISHED
PACK_COLLAR-TO-CRADLE_RADIAL_WEBBING_TIE_HMPE_02,DF8-SHORT14-PACK-RADIAL-TIE-1-2,PACK COLLAR-TO-CRADLE RADIAL WEBBING TIE,1,Shortened_Aft_Body_External_Buoy_Assembly/Aft_Buoy_Breakaway_Wrap_CORDURA/PACK_COLLAR-TO-CRADLE_RADIAL_WEBBING_TIE_HMPE_02: X -45.200..-28.000 mm; Y -2.500..2.500 mm; Z 1380.500..1383.500 mm,Folded and bar-tacked around collar and cradle webbing; Controlled rope construction and raw-lot CoC; finished length tolerance; occurrence-specific eye/thimble/ferrule traveler; splice or swage dimensional inspection; finished-article proof load,Occurrence transform and named parent path in both authoring inventories.,"See connection register, motion-track register, and analysis applicability matrix; unpublished mission loads remain NOT CALCULABLE.",NOT DETERMINABLE FROM CONTROLLED INPUTS,BAR_TACKED_CLOSED_TIE (DOF FLEXIBLE),Endpoint and 0-80 degree exact-Boolean registers; occurrence-specific margin not otherwise stated.,REQUIRES RELEASE DRAWING OR SUPPLIER DRAWING; NOT RELEASED,Modeled access only; physical tool-access verification required.,See assembly/service/reset instructions; physical trial required.,"HMPE webbing; Chafe-protected, heat-sealed and clean",0.004 kg each; exact occurrence allocation in mass report.,"Mass, motion/interference, interface, environment, manufacturing; additional load analysis as applicable.",,DIGITAL DEFINITION PRESENT; RELEASE QUALIFICATION NOT ESTABLISHED
PACK_COLLAR-TO-CRADLE_RADIAL_WEBBING_TIE_HMPE_03,DF8-SHORT14-PACK-RADIAL-TIE-1-3,PACK COLLAR-TO-CRADLE RADIAL WEBBING TIE,1,Shortened_Aft_Body_External_Buoy_Assembly/Aft_Buoy_Breakaway_Wrap_CORDURA/PACK_COLLAR-TO-CRADLE_RADIAL_WEBBING_TIE_HMPE_03: X 11.835..24.765 mm; Y -40.394..-22.999 mm; Z 1380.500..1383.500 mm,Folded and bar-tacked around collar and cradle webbing; Controlled rope construction and raw-lot CoC; finished length tolerance; occurrence-specific eye/thimble/ferrule traveler; splice or swage dimensional inspection; finished-article proof load,Occurrence transform and named parent path in both authoring inventories.,"See connection register, motion-track register, and analysis applicability matrix; unpublished mission loads remain NOT CALCULABLE.",NOT DETERMINABLE FROM CONTROLLED INPUTS,BAR_TACKED_CLOSED_TIE (DOF FLEXIBLE),Endpoint and 0-80 degree exact-Boolean registers; occurrence-specific margin not otherwise stated.,REQUIRES RELEASE DRAWING OR SUPPLIER DRAWING; NOT RELEASED,Modeled access only; physical tool-access verification required.,See assembly/service/reset instructions; physical trial required.,"HMPE webbing; Chafe-protected, heat-sealed and clean",0.004 kg each; exact occurrence allocation in mass report.,"Mass, motion/interference, interface, environment, manufacturing; additional load analysis as applicable.",,DIGITAL DEFINITION PRESENT; RELEASE QUALIFICATION NOT ESTABLISHED
PACK_COLLAR-TO-CRADLE_RADIAL_WEBBING_TIE_HMPE_04,DF8-SHORT14-PACK-RADIAL-TIE-2-1,PACK COLLAR-TO-CRADLE RADIAL WEBBING TIE,1,Shortened_Aft_Body_External_Buoy_Assembly/Aft_Buoy_Breakaway_Wrap_CORDURA/PACK_COLLAR-TO-CRADLE_RADIAL_WEBBING_TIE_HMPE_04: X 11.835..24.765 mm; Y 22.999..40.394 mm; Z 1590.500..1593.500 mm,Folded and bar-tacked around collar and cradle webbing; Controlled rope construction and raw-lot CoC; finished length tolerance; occurrence-specific eye/thimble/ferrule traveler; splice or swage dimensional inspection; finished-article proof load,Occurrence transform and named parent path in both authoring inventories.,"See connection register, motion-track register, and analysis applicability matrix; unpublished mission loads remain NOT CALCULABLE.",NOT DETERMINABLE FROM CONTROLLED INPUTS,BAR_TACKED_CLOSED_TIE (DOF FLEXIBLE),Endpoint and 0-80 degree exact-Boolean registers; occurrence-specific margin not otherwise stated.,REQUIRES RELEASE DRAWING OR SUPPLIER DRAWING; NOT RELEASED,Modeled access only; physical tool-access verification required.,See assembly/service/reset instructions; physical trial required.,"HMPE webbing; Chafe-protected, heat-sealed and clean",0.004 kg each; exact occurrence allocation in mass report.,"Mass, motion/interference, interface, environment, manufacturing; additional load analysis as applicable.",,DIGITAL DEFINITION PRESENT; RELEASE QUALIFICATION NOT ESTABLISHED
PACK_COLLAR-TO-CRADLE_RADIAL_WEBBING_TIE_HMPE_05,DF8-SHORT14-PACK-RADIAL-TIE-2-2,PACK COLLAR-TO-CRADLE RADIAL WEBBING TIE,1,Shortened_Aft_Body_External_Buoy_Assembly/Aft_Buoy_Breakaway_Wrap_CORDURA/PACK_COLLAR-TO-CRADLE_RADIAL_WEBBING_TIE_HMPE_05: X -45.200..-28.000 mm; Y -2.500..2.500 mm; Z 1590.500..1593.500 mm,Folded and bar-tacked around collar and cradle webbing; Controlled rope construction and raw-lot CoC; finished length tolerance; occurrence-specific eye/thimble/ferrule traveler; splice or swage dimensional inspection; finished-article proof load,Occurrence transform and named parent path in both authoring inventories.,"See connection register, motion-track register, and analysis applicability matrix; unpublished mission loads remain NOT CALCULABLE.",NOT DETERMINABLE FROM CONTROLLED INPUTS,BAR_TACKED_CLOSED_TIE (DOF FLEXIBLE),Endpoint and 0-80 degree exact-Boolean registers; occurrence-specific margin not otherwise stated.,REQUIRES RELEASE DRAWING OR SUPPLIER DRAWING; NOT RELEASED,Modeled access only; physical tool-access verification required.,See assembly/service/reset instructions; physical trial required.,"HMPE webbing; Chafe-protected, heat-sealed and clean",0.004 kg each; exact occurrence allocation in mass report.,"Mass, motion/interference, interface, environment, manufacturing; additional load analysis as applicable.",,DIGITAL DEFINITION PRESENT; RELEASE QUALIFICATION NOT ESTABLISHED
PACK_COLLAR-TO-CRADLE_RADIAL_WEBBING_TIE_HMPE_06,DF8-SHORT14-PACK-RADIAL-TIE-2-3,PACK COLLAR-TO-CRADLE RADIAL WEBBING TIE,1,Shortened_Aft_Body_External_Buoy_Assembly/Aft_Buoy_Breakaway_Wrap_CORDURA/PACK_COLLAR-TO-CRADLE_RADIAL_WEBBING_TIE_HMPE_06: X 11.835..24.765 mm; Y -40.394..-22.999 mm; Z 1590.500..1593.500 mm,Folded and bar-tacked around collar and cradle webbing; Controlled rope construction and raw-lot CoC; finished length tolerance; occurrence-specific eye/thimble/ferrule traveler; splice or swage dimensional inspection; finished-article proof load,Occurrence transform and named parent path in both authoring inventories.,"See connection register, motion-track register, and analysis applicability matrix; unpublished mission loads remain NOT CALCULABLE.",NOT DETERMINABLE FROM CONTROLLED INPUTS,BAR_TACKED_CLOSED_TIE (DOF FLEXIBLE),Endpoint and 0-80 degree exact-Boolean registers; occurrence-specific margin not otherwise stated.,REQUIRES RELEASE DRAWING OR SUPPLIER DRAWING; NOT RELEASED,Modeled access only; physical tool-access verification required.,See assembly/service/reset instructions; physical trial required.,"HMPE webbing; Chafe-protected, heat-sealed and clean",0.004 kg each; exact occurrence allocation in mass report.,"Mass, motion/interference, interface, environment, manufacturing; additional load analysis as applicable.",,DIGITAL DEFINITION PRESENT; RELEASE QUALIFICATION NOT ESTABLISHED
SOURCE-EXACT_DOUBLE-SHEAR_PIVOT_CARRIER_PRIMARY_LUG_TI,DF8-SHORT14-PIVOT-CARRIER-PRIMARY-LUG-001,SOURCE-EXACT DOUBLE-SHEAR PIVOT CARRIER PRIMARY LUG,3,Arm_Activation_Powertrain_Assembly/Arm_Deployment_Assembly_01/SOURCE-EXACT_DOUBLE-SHEAR_PIVOT_CARRIER_PRIMARY_LUG_TI_01: X 11.500..24.500 mm; Y -9.000..-7.000 mm; Z 344.000..363.000 mm | Arm_Activation_Powertrain_Assembly/Arm_Deployment_Assembly_02/SOURCE-EXACT_DOUBLE-SHEAR_PIVOT_CARRIER_PRIMARY_LUG_TI_02: X -6.188..2.044 mm; Y 13.459..25.718 mm; Z 344.000..363.000 mm | Arm_Activation_Powertrain_Assembly/Arm_Deployment_Assembly_03/SOURCE-EXACT_DOUBLE-SHEAR_PIVOT_CARRIER_PRIMARY_LUG_TI_03: X -20.044..-11.812 mm; Y -17.718..-5.459 mm; Z 344.000..363.000 mm,Exact source negative-Y lug and all source bores retained; no bridge material crosses the deployed-arm or stop-pad motion path.,Occurrence transform and named parent path in both authoring inventories.,"See connection register, motion-track register, and analysis applicability matrix; unpublished mission loads remain NOT CALCULABLE.",NOT DETERMINABLE FROM CONTROLLED INPUTS,WELDED_AND_DOWELLED (DOF 0),Endpoint and 0-80 degree exact-Boolean registers; occurrence-specific margin not otherwise stated.,REQUIRES RELEASE DRAWING OR SUPPLIER DRAWING; NOT RELEASED,Modeled access only; physical tool-access verification required.,See assembly/service/reset instructions; physical trial required.,Ti-6Al-4V; ASTM B600 clean/passivate; drawing-controlled surface finish,0.0013538421744136802 kg each; exact occurrence allocation in mass report.,"Mass, motion/interference, interface, environment, manufacturing; additional load analysis as applicable.",Exact source negative-Y lug and all source bores retained; no bridge material crosses the deployed-arm or stop-pad motion path.,DIGITAL DEFINITION PRESENT; RELEASE QUALIFICATION NOT ESTABLISHED
SOURCE-EXACT_DOUBLE-SHEAR_PIVOT_CARRIER_SECONDARY_LUG_TI,DF8-SHORT14-PIVOT-CARRIER-SECONDARY-LUG-001,SOURCE-EXACT DOUBLE-SHEAR PIVOT CARRIER SECONDARY LUG,3,Arm_Activation_Powertrain_Assembly/Arm_Deployment_Assembly_01/SOURCE-EXACT_DOUBLE-SHEAR_PIVOT_CARRIER_SECONDARY_LUG_TI_01: X 11.500..24.500 mm; Y 7.000..9.000 mm; Z 344.000..363.000 mm | Arm_Activation_Powertrain_Assembly/Arm_Deployment_Assembly_02/SOURCE-EXACT_DOUBLE-SHEAR_PIVOT_CARRIER_SECONDARY_LUG_TI_02: X -20.044..-11.812 mm; Y 5.459..17.718 mm; Z 344.000..363.000 mm | Arm_Activation_Powertrain_Assembly/Arm_Deployment_Assembly_03/SOURCE-EXACT_DOUBLE-SHEAR_PIVOT_CARRIER_SECONDARY_LUG_TI_03: X -6.188..2.044 mm; Y -25.718..-13.459 mm; Z 344.000..363.000 mm,Exact source positive-Y lug and all source bores retained; the two carrier lugs are structurally tied by the transition ring and retained pivot pin.,Occurrence transform and named parent path in both authoring inventories.,"See connection register, motion-track register, and analysis applicability matrix; unpublished mission loads remain NOT CALCULABLE.",NOT DETERMINABLE FROM CONTROLLED INPUTS,WELDED_AND_DOWELLED (DOF 0),Endpoint and 0-80 degree exact-Boolean registers; occurrence-specific margin not otherwise stated.,REQUIRES RELEASE DRAWING OR SUPPLIER DRAWING; NOT RELEASED,Modeled access only; physical tool-access verification required.,See assembly/service/reset instructions; physical trial required.,Ti-6Al-4V; ASTM B600 clean/passivate; drawing-controlled surface finish,0.0013531087490951286 kg each; exact occurrence allocation in mass report.,"Mass, motion/interference, interface, environment, manufacturing; additional load analysis as applicable.",Exact source positive-Y lug and all source bores retained; the two carrier lugs are structurally tied by the transition ring and retained pivot pin.,DIGITAL DEFINITION PRESENT; RELEASE QUALIFICATION NOT ESTABLISHED
LOW-FORCE_PULL-TAB_SNAG_KEEPER,DF8-SHORT14-PULL-TAB-KEEPER-001,LOW-FORCE PULL-TAB SNAG KEEPER,1,Shortened_Aft_Body_External_Buoy_Assembly/Buoy_Mounted_Automatic_Manual_Inflation_Assembly/LOW-FORCE_PULL-TAB_SNAG_KEEPER: X 80.500..83.500 mm; Y -19.000..19.000 mm; Z 1530.000..1556.000 mm,Bound frame; calibrated breakaway stitch; Heat/lot CoC; drawing tolerances; deburr; clean; final dimensional inspection,Occurrence transform and named parent path in both authoring inventories.,"See connection register, motion-track register, and analysis applicability matrix; unpublished mission loads remain NOT CALCULABLE.",NOT DETERMINABLE FROM CONTROLLED INPUTS,LOW_FORCE_BREAKAWAY_KEEPER (DOF FLEXIBLE),Endpoint and 0-80 degree exact-Boolean registers; occurrence-specific margin not otherwise stated.,REQUIRES RELEASE DRAWING OR SUPPLIER DRAWING; NOT RELEASED,Modeled access only; physical tool-access verification required.,See assembly/service/reset instructions; physical trial required.,Cordura and low-force hook-and-loop; Per controlled drawing,0.01 kg each; exact occurrence allocation in mass report.,"Mass, motion/interference, interface, environment, manufacturing; additional load analysis as applicable.",,DIGITAL DEFINITION PRESENT; RELEASE QUALIFICATION NOT ESTABLISHED
LOW-PROFILE_STRUCTURAL_RECOVERY_HARDPOINT_RING_WITH_DOUBLE-SHEAR_YOKE_TI,DF8-SHORT14-RECOVERY-HARDPOINT-RING-001,LOW-PROFILE STRUCTURAL RECOVERY HARDPOINT RING WITH DOUBLE-SHEAR YOKE,1,Shortened_Aft_Body_External_Buoy_Assembly/Shortened_Aft_Structure_Assembly/LOW-PROFILE_STRUCTURAL_RECOVERY_HARDPOINT_RING_WITH_DOUBLE-SHEAR_YOKE_TI: X -25.300..27.300 mm; Y -25.300..25.300 mm; Z 1607.700..1618.300 mm,"Ultimate recovery load bypasses Cordura, hook-and-loop, pack seams and inflator patch.",Occurrence transform and named parent path in both authoring inventories.,"See connection register, motion-track register, and analysis applicability matrix; unpublished mission loads remain NOT CALCULABLE.",NOT DETERMINABLE FROM CONTROLLED INPUTS,DEFINED_PERMANENT_JOINT (DOF 0),Endpoint and 0-80 degree exact-Boolean registers; occurrence-specific margin not otherwise stated.,REQUIRES RELEASE DRAWING OR SUPPLIER DRAWING; NOT RELEASED,Modeled access only; physical tool-access verification required.,See assembly/service/reset instructions; physical trial required.,Ti-6Al-4V; ASTM B600 clean/passivate; drawing-controlled surface finish,0.03021004481956056 kg each; exact occurrence allocation in mass report.,"Mass, motion/interference, interface, environment, manufacturing; additional load analysis as applicable.","Ultimate recovery load bypasses Cordura, hook-and-loop, pack seams and inflator patch.",DIGITAL DEFINITION PRESENT; RELEASE QUALIFICATION NOT ESTABLISHED
SHORTENED-ARM_STOW-DOG_GUIDE_WITH_TERMINATION-RING_WELD_TONGUE_SS,DF8-SHORT14-STOW-DOG-GUIDE-001,SHORTENED-ARM STOW-DOG GUIDE WITH TERMINATION-RING WELD TONGUE,3,Arm_Activation_Powertrain_Assembly/Arm_Deployment_Assembly_01/SHORTENED-ARM_STOW-DOG_GUIDE_WITH_TERMINATION-RING_WELD_TONGUE_SS_01: X 10.280..20.000 mm; Y -2.750..9.540 mm; Z 726.706..733.400 mm | Arm_Activation_Powertrain_Assembly/Arm_Deployment_Assembly_02/SHORTENED-ARM_STOW-DOG_GUIDE_WITH_TERMINATION-RING_WELD_TONGUE_SS_02: X -17.337..-2.758 mm; Y 7.528..18.696 mm; Z 726.706..733.400 mm | Arm_Activation_Powertrain_Assembly/Arm_Deployment_Assembly_03/SHORTENED-ARM_STOW-DOG_GUIDE_WITH_TERMINATION-RING_WELD_TONGUE_SS_03: X -12.382..0.337 mm; Y -20.488..-7.528 mm; Z 726.706..733.400 mm,5-axis mill; qualified permanent weld to termination-ring land,Occurrence transform and named parent path in both authoring inventories.,"See connection register, motion-track register, and analysis applicability matrix; unpublished mission loads remain NOT CALCULABLE.",NOT DETERMINABLE FROM CONTROLLED INPUTS,BOLTED_TO_AFT_ROUTE_RING (DOF 0),Endpoint and 0-80 degree exact-Boolean registers; occurrence-specific margin not otherwise stated.,REQUIRES RELEASE DRAWING OR SUPPLIER DRAWING; NOT RELEASED,Modeled access only; physical tool-access verification required.,See assembly/service/reset instructions; physical trial required.,17-4PH stainless steel; ASTM A967 passivated; critical bearing surfaces ground,0.000530677401823469 kg each; exact occurrence allocation in mass report.,"Mass, motion/interference, interface, environment, manufacturing; additional load analysis as applicable.",,DIGITAL DEFINITION PRESENT; RELEASE QUALIFICATION NOT ESTABLISHED
