connection_id,occurrence_id,mate_occurrence_id,connection_type,retaining_hardware,axial_retention,lateral_retention,anti_rotation,upstream_load_path,downstream_load_path,service_method,evidence,attachment_requirement_count_for_pair,endpoints_exist,status
DETAIL-FIXED-STOP-DOWEL-3-1-TO-PIVOT-CARRIER-1,FIXED-STOP-DOWEL-3-1,PIVOT-CARRIER-3,DOWELLED_FIXED_DEPLOY_STOP,Two dowels and two M3 screws with locking compound,FIXED-STOP-DOWEL-3-1:STOP_DOWELS_AND_2X_M3 is axially retained at PIVOT-CARRIER-1:CARRIER_STOP_DATUM_AND_THREADS,"PIVOT-CARRIER-1:CARRIER_STOP_DATUM_AND_THREADS provides the lateral pilot, clevis, channel, or guide for FIXED-STOP-DOWEL-3-1",STOP_DOWELS_AND_2X_M3/CARRIER_STOP_DATUM_AND_THREADS and the named hardware prevent unintended rotation,PIVOT-CARRIER-1,PIVOT-CARRIER-3,Service the named Two dowels and two M3 screws with locking compound at this exact occurrence pair,Enumerated modeled joint FIXED-STOP-DOWEL-3-1:STOP_DOWELS_AND_2X_M3 to PIVOT-CARRIER-1:CARRIER_STOP_DATUM_AND_THREADS; class DOWELLED_FIXED_DEPLOY_STOP,1,YES,CONNECTED
DETAIL-FIXED-STOP-DOWEL-3-2-TO-PIVOT-CARRIER-2,FIXED-STOP-DOWEL-3-2,PIVOT-CARRIER-3-SECONDARY,DOWELLED_FIXED_DEPLOY_STOP,Two dowels and two M3 screws with locking compound,FIXED-STOP-DOWEL-3-2:STOP_DOWELS_AND_2X_M3 is axially retained at PIVOT-CARRIER-2:CARRIER_STOP_DATUM_AND_THREADS,"PIVOT-CARRIER-2:CARRIER_STOP_DATUM_AND_THREADS provides the lateral pilot, clevis, channel, or guide for FIXED-STOP-DOWEL-3-2",STOP_DOWELS_AND_2X_M3/CARRIER_STOP_DATUM_AND_THREADS and the named hardware prevent unintended rotation,PIVOT-CARRIER-2,PIVOT-CARRIER-3-SECONDARY,Service the named Two dowels and two M3 screws with locking compound at this exact occurrence pair,Enumerated modeled joint FIXED-STOP-DOWEL-3-2:STOP_DOWELS_AND_2X_M3 to PIVOT-CARRIER-2:CARRIER_STOP_DATUM_AND_THREADS; class DOWELLED_FIXED_DEPLOY_STOP,1,YES,CONNECTED
TRANSITION-BALLAST,FWD-RING-02,BALLAST-001,CONTROLLED_SHRINK_LAND_AND_CIRCUMFERENTIAL_WELD,INTEGRAL RING LAND,POSITIVE,POSITIVE,DEFINED,FWD-RING-02,BALLAST-001,CONTROLLED SERVICE PROCEDURE,Exact shared Z=336.000 mm source-face datum and qualified structural joint,1,YES,CONNECTED
CARRIER-TRANSITION-1,PIVOT-CARRIER-1,FWD-RING-02,QUALIFIED_DOUBLE_FILLET_WELD,TWO CARRIER WEBS,POSITIVE,POSITIVE,DEFINED,PIVOT-CARRIER-1,FWD-RING-02,CONTROLLED SERVICE PROCEDURE,Carrier forward face Z=344.000 mm on transition-ring aft face,1,YES,CONNECTED
LONGERON-TERMINATION-1,ARM-LONGERON-1,ARM-TERMINATION-RING-001,QUALIFIED_LASER_WELD,INTEGRAL LONGERON LAND,POSITIVE,POSITIVE,DEFINED,ARM-LONGERON-1,ARM-TERMINATION-RING-001,CONTROLLED SERVICE PROCEDURE,Shortened arm-module axial/torsional load path,2,YES,CONNECTED
STOW-GUIDE-TERMINATION-1,STOW-DOG-GUIDE-1,ARM-TERMINATION-RING-001,QUALIFIED_PERMANENT_WELD,INTEGRAL GUIDE TONGUE,POSITIVE,POSITIVE,DEFINED,STOW-DOG-GUIDE-1,ARM-TERMINATION-RING-001,CONTROLLED SERVICE PROCEDURE,Occurrence-matched short-arm stowed-retention support,2,YES,CONNECTED
AFT-LONGERON-HARDPOINT-FWD-1,AFT-LONGERON-FWD-1,RECOVERY-HARDPOINT-RING,QUALIFIED_LASER_WELD,INTEGRAL RING LAND,POSITIVE,POSITIVE,DEFINED,AFT-LONGERON-FWD-1,RECOVERY-HARDPOINT-RING,CONTROLLED SERVICE PROCEDURE,Recovery load transfers into forward shell/arm termination ring,1,YES,CONNECTED
AFT-LONGERON-HARDPOINT-AFT-1,AFT-LONGERON-AFT-1,RECOVERY-HARDPOINT-RING,QUALIFIED_LASER_WELD,INTEGRAL RING LAND,POSITIVE,POSITIVE,DEFINED,AFT-LONGERON-AFT-1,RECOVERY-HARDPOINT-RING,CONTROLLED SERVICE PROCEDURE,Recovery load transfers into aft closure segment,1,YES,CONNECTED
AFT-LONGERON-SHELL-FWD-1,AFT-LONGERON-FWD-1,SHORT-AFT-SHELL-FWD,QUALIFIED_CONTINUOUS_LONGITUDINAL_WELD,INTEGRAL SHELL LAND,POSITIVE,POSITIVE,DEFINED,AFT-LONGERON-FWD-1,SHORT-AFT-SHELL-FWD,CONTROLLED SERVICE PROCEDURE,Modeled primary axial and torsional shell reinforcement,1,YES,CONNECTED
AFT-LONGERON-SHELL-AFT-1,AFT-LONGERON-AFT-1,SHORT-AFT-SHELL-AFT,QUALIFIED_CONTINUOUS_LONGITUDINAL_WELD,INTEGRAL SHELL LAND,POSITIVE,POSITIVE,DEFINED,AFT-LONGERON-AFT-1,SHORT-AFT-SHELL-AFT,CONTROLLED SERVICE PROCEDURE,Modeled primary axial and torsional shell reinforcement,1,YES,CONNECTED
CARRIER-TRANSITION-2,PIVOT-CARRIER-2,FWD-RING-02,QUALIFIED_DOUBLE_FILLET_WELD,TWO CARRIER WEBS,POSITIVE,POSITIVE,DEFINED,PIVOT-CARRIER-2,FWD-RING-02,CONTROLLED SERVICE PROCEDURE,Carrier forward face Z=344.000 mm on transition-ring aft face,1,YES,CONNECTED
LONGERON-TERMINATION-2,ARM-LONGERON-2,ARM-TERMINATION-RING-001,QUALIFIED_LASER_WELD,INTEGRAL LONGERON LAND,POSITIVE,POSITIVE,DEFINED,ARM-LONGERON-2,ARM-TERMINATION-RING-001,CONTROLLED SERVICE PROCEDURE,Shortened arm-module axial/torsional load path,2,YES,CONNECTED
STOW-GUIDE-TERMINATION-2,STOW-DOG-GUIDE-2,ARM-TERMINATION-RING-001,QUALIFIED_PERMANENT_WELD,INTEGRAL GUIDE TONGUE,POSITIVE,POSITIVE,DEFINED,STOW-DOG-GUIDE-2,ARM-TERMINATION-RING-001,CONTROLLED SERVICE PROCEDURE,Occurrence-matched short-arm stowed-retention support,2,YES,CONNECTED
AFT-LONGERON-HARDPOINT-FWD-2,AFT-LONGERON-FWD-2,RECOVERY-HARDPOINT-RING,QUALIFIED_LASER_WELD,INTEGRAL RING LAND,POSITIVE,POSITIVE,DEFINED,AFT-LONGERON-FWD-2,RECOVERY-HARDPOINT-RING,CONTROLLED SERVICE PROCEDURE,Recovery load transfers into forward shell/arm termination ring,1,YES,CONNECTED
AFT-LONGERON-HARDPOINT-AFT-2,AFT-LONGERON-AFT-2,RECOVERY-HARDPOINT-RING,QUALIFIED_LASER_WELD,INTEGRAL RING LAND,POSITIVE,POSITIVE,DEFINED,AFT-LONGERON-AFT-2,RECOVERY-HARDPOINT-RING,CONTROLLED SERVICE PROCEDURE,Recovery load transfers into aft closure segment,1,YES,CONNECTED
AFT-LONGERON-SHELL-FWD-2,AFT-LONGERON-FWD-2,SHORT-AFT-SHELL-FWD,QUALIFIED_CONTINUOUS_LONGITUDINAL_WELD,INTEGRAL SHELL LAND,POSITIVE,POSITIVE,DEFINED,AFT-LONGERON-FWD-2,SHORT-AFT-SHELL-FWD,CONTROLLED SERVICE PROCEDURE,Modeled primary axial and torsional shell reinforcement,1,YES,CONNECTED
AFT-LONGERON-SHELL-AFT-2,AFT-LONGERON-AFT-2,SHORT-AFT-SHELL-AFT,QUALIFIED_CONTINUOUS_LONGITUDINAL_WELD,INTEGRAL SHELL LAND,POSITIVE,POSITIVE,DEFINED,AFT-LONGERON-AFT-2,SHORT-AFT-SHELL-AFT,CONTROLLED SERVICE PROCEDURE,Modeled primary axial and torsional shell reinforcement,1,YES,CONNECTED
CARRIER-TRANSITION-3,PIVOT-CARRIER-3,FWD-RING-02,QUALIFIED_DOUBLE_FILLET_WELD,TWO CARRIER WEBS,POSITIVE,POSITIVE,DEFINED,PIVOT-CARRIER-3,FWD-RING-02,CONTROLLED SERVICE PROCEDURE,Carrier forward face Z=344.000 mm on transition-ring aft face,1,YES,CONNECTED
LONGERON-TERMINATION-3,ARM-LONGERON-3,ARM-TERMINATION-RING-001,QUALIFIED_LASER_WELD,INTEGRAL LONGERON LAND,POSITIVE,POSITIVE,DEFINED,ARM-LONGERON-3,ARM-TERMINATION-RING-001,CONTROLLED SERVICE PROCEDURE,Shortened arm-module axial/torsional load path,2,YES,CONNECTED
STOW-GUIDE-TERMINATION-3,STOW-DOG-GUIDE-3,ARM-TERMINATION-RING-001,QUALIFIED_PERMANENT_WELD,INTEGRAL GUIDE TONGUE,POSITIVE,POSITIVE,DEFINED,STOW-DOG-GUIDE-3,ARM-TERMINATION-RING-001,CONTROLLED SERVICE PROCEDURE,Occurrence-matched short-arm stowed-retention support,2,YES,CONNECTED
AFT-LONGERON-HARDPOINT-FWD-3,AFT-LONGERON-FWD-3,RECOVERY-HARDPOINT-RING,QUALIFIED_LASER_WELD,INTEGRAL RING LAND,POSITIVE,POSITIVE,DEFINED,AFT-LONGERON-FWD-3,RECOVERY-HARDPOINT-RING,CONTROLLED SERVICE PROCEDURE,Recovery load transfers into forward shell/arm termination ring,1,YES,CONNECTED
AFT-LONGERON-HARDPOINT-AFT-3,AFT-LONGERON-AFT-3,RECOVERY-HARDPOINT-RING,QUALIFIED_LASER_WELD,INTEGRAL RING LAND,POSITIVE,POSITIVE,DEFINED,AFT-LONGERON-AFT-3,RECOVERY-HARDPOINT-RING,CONTROLLED SERVICE PROCEDURE,Recovery load transfers into aft closure segment,1,YES,CONNECTED
AFT-LONGERON-SHELL-FWD-3,AFT-LONGERON-FWD-3,SHORT-AFT-SHELL-FWD,QUALIFIED_CONTINUOUS_LONGITUDINAL_WELD,INTEGRAL SHELL LAND,POSITIVE,POSITIVE,DEFINED,AFT-LONGERON-FWD-3,SHORT-AFT-SHELL-FWD,CONTROLLED SERVICE PROCEDURE,Modeled primary axial and torsional shell reinforcement,1,YES,CONNECTED
AFT-LONGERON-SHELL-AFT-3,AFT-LONGERON-AFT-3,SHORT-AFT-SHELL-AFT,QUALIFIED_CONTINUOUS_LONGITUDINAL_WELD,INTEGRAL SHELL LAND,POSITIVE,POSITIVE,DEFINED,AFT-LONGERON-AFT-3,SHORT-AFT-SHELL-AFT,CONTROLLED SERVICE PROCEDURE,Modeled primary axial and torsional shell reinforcement,1,YES,CONNECTED
AFT-SHELL-TERMINATION,SHORT-AFT-SHELL-FWD,ARM-TERMINATION-RING-001,QUALIFIED_STRUCTURAL_JOINT,CONTROLLED LAND,POSITIVE,POSITIVE,DEFINED,SHORT-AFT-SHELL-FWD,ARM-TERMINATION-RING-001,CONTROLLED SERVICE PROCEDURE,Modeled butt interface with defined axial/torsional load transfer,1,YES,CONNECTED
AFT-SHELL-HARDPOINT-FWD,SHORT-AFT-SHELL-FWD,RECOVERY-HARDPOINT-RING,QUALIFIED_STRUCTURAL_JOINT,CONTROLLED LAND,POSITIVE,POSITIVE,DEFINED,SHORT-AFT-SHELL-FWD,RECOVERY-HARDPOINT-RING,CONTROLLED SERVICE PROCEDURE,Modeled butt interface with defined axial/torsional load transfer,1,YES,CONNECTED
AFT-SHELL-HARDPOINT-AFT,SHORT-AFT-SHELL-AFT,RECOVERY-HARDPOINT-RING,QUALIFIED_STRUCTURAL_JOINT,CONTROLLED LAND,POSITIVE,POSITIVE,DEFINED,SHORT-AFT-SHELL-AFT,RECOVERY-HARDPOINT-RING,CONTROLLED SERVICE PROCEDURE,Modeled butt interface with defined axial/torsional load transfer,1,YES,CONNECTED
AFT-SHELL-CLOSURE,SHORT-AFT-SHELL-AFT,AFT-CLOSURE-RING,QUALIFIED_STRUCTURAL_JOINT,CONTROLLED LAND,POSITIVE,POSITIVE,DEFINED,SHORT-AFT-SHELL-AFT,AFT-CLOSURE-RING,CONTROLLED SERVICE PROCEDURE,Modeled butt interface with defined axial/torsional load transfer,1,YES,CONNECTED
AFT-CAP-CLOSURE,AFT-CLOSURE-CAP,AFT-CLOSURE-RING,QUALIFIED_STRUCTURAL_JOINT,CONTROLLED LAND,POSITIVE,POSITIVE,DEFINED,AFT-CLOSURE-CAP,AFT-CLOSURE-RING,CONTROLLED SERVICE PROCEDURE,Modeled butt interface with defined axial/torsional load transfer,1,YES,CONNECTED
PACK-COLLAR-SHELL-1,PACK-ATTACHMENT-COLLAR-1,SHORT-AFT-SHELL-FWD,QUALIFIED_THREE-POINT_COLLAR_ATTACHMENT,MODELED INTEGRAL COLLAR LANDS,POSITIVE,POSITIVE,DEFINED,PACK-ATTACHMENT-COLLAR-1,SHORT-AFT-SHELL-FWD,CONTROLLED SERVICE PROCEDURE,Low-profile collar positively attached within the rigid 57.15 mm diameter limit,1,YES,CONNECTED
PACK-COLLAR-SHELL-2,PACK-ATTACHMENT-COLLAR-2,SHORT-AFT-SHELL-FWD,QUALIFIED_THREE-POINT_COLLAR_ATTACHMENT,MODELED INTEGRAL COLLAR LANDS,POSITIVE,POSITIVE,DEFINED,PACK-ATTACHMENT-COLLAR-2,SHORT-AFT-SHELL-FWD,CONTROLLED SERVICE PROCEDURE,Low-profile collar positively attached within the rigid 57.15 mm diameter limit,1,YES,CONNECTED
PACK-TIE-COLLAR-1-1,PACK-RADIAL-TIE-1-1,PACK-ATTACHMENT-COLLAR-1,CAPTURED_COLLAR_WEBBING_LOOP,CLOSED BAR-TACKED LOOP,POSITIVE,POSITIVE,DEFINED,PACK-RADIAL-TIE-1-1,PACK-ATTACHMENT-COLLAR-1,CONTROLLED SERVICE PROCEDURE,Occurrence-matched radial tie captures the low-profile rigid collar without entering the recovery load path,1,YES,CONNECTED
PACK-TIE-COLLAR-1-2,PACK-RADIAL-TIE-1-2,PACK-ATTACHMENT-COLLAR-1,CAPTURED_COLLAR_WEBBING_LOOP,CLOSED BAR-TACKED LOOP,POSITIVE,POSITIVE,DEFINED,PACK-RADIAL-TIE-1-2,PACK-ATTACHMENT-COLLAR-1,CONTROLLED SERVICE PROCEDURE,Occurrence-matched radial tie captures the low-profile rigid collar without entering the recovery load path,1,YES,CONNECTED
PACK-TIE-COLLAR-1-3,PACK-RADIAL-TIE-1-3,PACK-ATTACHMENT-COLLAR-1,CAPTURED_COLLAR_WEBBING_LOOP,CLOSED BAR-TACKED LOOP,POSITIVE,POSITIVE,DEFINED,PACK-RADIAL-TIE-1-3,PACK-ATTACHMENT-COLLAR-1,CONTROLLED SERVICE PROCEDURE,Occurrence-matched radial tie captures the low-profile rigid collar without entering the recovery load path,1,YES,CONNECTED
PACK-TIE-COLLAR-2-1,PACK-RADIAL-TIE-2-1,PACK-ATTACHMENT-COLLAR-2,CAPTURED_COLLAR_WEBBING_LOOP,CLOSED BAR-TACKED LOOP,POSITIVE,POSITIVE,DEFINED,PACK-RADIAL-TIE-2-1,PACK-ATTACHMENT-COLLAR-2,CONTROLLED SERVICE PROCEDURE,Occurrence-matched radial tie captures the low-profile rigid collar without entering the recovery load path,1,YES,CONNECTED
PACK-TIE-COLLAR-2-2,PACK-RADIAL-TIE-2-2,PACK-ATTACHMENT-COLLAR-2,CAPTURED_COLLAR_WEBBING_LOOP,CLOSED BAR-TACKED LOOP,POSITIVE,POSITIVE,DEFINED,PACK-RADIAL-TIE-2-2,PACK-ATTACHMENT-COLLAR-2,CONTROLLED SERVICE PROCEDURE,Occurrence-matched radial tie captures the low-profile rigid collar without entering the recovery load path,1,YES,CONNECTED
PACK-TIE-COLLAR-2-3,PACK-RADIAL-TIE-2-3,PACK-ATTACHMENT-COLLAR-2,CAPTURED_COLLAR_WEBBING_LOOP,CLOSED BAR-TACKED LOOP,POSITIVE,POSITIVE,DEFINED,PACK-RADIAL-TIE-2-3,PACK-ATTACHMENT-COLLAR-2,CONTROLLED SERVICE PROCEDURE,Occurrence-matched radial tie captures the low-profile rigid collar without entering the recovery load path,1,YES,CONNECTED
PACK-WEBBING-COLLAR-1,PACK-ATTACHMENT-WEBBING-1,PACK-ATTACHMENT-COLLAR-1,CLOSED_WEBBING_LACE,THREE RADIAL BAR-TACKED TIES,POSITIVE,POSITIVE,DEFINED,PACK-ATTACHMENT-WEBBING-1,PACK-ATTACHMENT-COLLAR-1,CONTROLLED SERVICE PROCEDURE,Modeled retention loop and three ties,1,YES,CONNECTED
PACK-WEBBING-COLLAR-2,PACK-ATTACHMENT-WEBBING-2,PACK-ATTACHMENT-COLLAR-2,CLOSED_WEBBING_LACE,THREE RADIAL BAR-TACKED TIES,POSITIVE,POSITIVE,DEFINED,PACK-ATTACHMENT-WEBBING-2,PACK-ATTACHMENT-COLLAR-2,CONTROLLED SERVICE PROCEDURE,Modeled retention loop and three ties,1,YES,CONNECTED
PACK-CRADLE-LEFT-WEBBING-1,CORDURA-CRADLE-LEFT,PACK-ATTACHMENT-WEBBING-1,BAR_TACKED_SOFTGOODS_JOINT,BOUND SEAM,POSITIVE,POSITIVE,DEFINED,CORDURA-CRADLE-LEFT,PACK-ATTACHMENT-WEBBING-1,CONTROLLED SERVICE PROCEDURE,Controlled stitch traveler and pack-retention proof,1,YES,CONNECTED
PACK-CRADLE-LEFT-WEBBING-2,CORDURA-CRADLE-LEFT,PACK-ATTACHMENT-WEBBING-2,BAR_TACKED_SOFTGOODS_JOINT,BOUND SEAM,POSITIVE,POSITIVE,DEFINED,CORDURA-CRADLE-LEFT,PACK-ATTACHMENT-WEBBING-2,CONTROLLED SERVICE PROCEDURE,Controlled stitch traveler and pack-retention proof,1,YES,CONNECTED
PACK-CRADLE-RIGHT-WEBBING-1,CORDURA-CRADLE-RIGHT,PACK-ATTACHMENT-WEBBING-1,BAR_TACKED_SOFTGOODS_JOINT,BOUND SEAM,POSITIVE,POSITIVE,DEFINED,CORDURA-CRADLE-RIGHT,PACK-ATTACHMENT-WEBBING-1,CONTROLLED SERVICE PROCEDURE,Controlled stitch traveler and pack-retention proof,1,YES,CONNECTED
PACK-CRADLE-RIGHT-WEBBING-2,CORDURA-CRADLE-RIGHT,PACK-ATTACHMENT-WEBBING-2,BAR_TACKED_SOFTGOODS_JOINT,BOUND SEAM,POSITIVE,POSITIVE,DEFINED,CORDURA-CRADLE-RIGHT,PACK-ATTACHMENT-WEBBING-2,CONTROLLED SERVICE PROCEDURE,Controlled stitch traveler and pack-retention proof,1,YES,CONNECTED
PACK-CRADLE-CENTER-SEAM,CORDURA-CRADLE-LEFT,CORDURA-CRADLE-RIGHT,BOUND_DRAINAGE_SEAM,HMPE EDGE TAPE AND BAR TACKS,POSITIVE,POSITIVE,DEFINED,CORDURA-CRADLE-LEFT,CORDURA-CRADLE-RIGHT,CONTROLLED SERVICE PROCEDURE,Two one-solid cradle panels retain controlled centerline drainage,1,YES,CONNECTED
PACK-FLAP-HINGE-LEFT,CORDURA-FLAP-LEFT,CORDURA-CRADLE-LEFT,CONTINUOUS_STITCHED_PEEL_HINGE,BOUND CORDURA SEAM,POSITIVE,POSITIVE,DEFINED,CORDURA-FLAP-LEFT,CORDURA-CRADLE-LEFT,CONTROLLED SERVICE PROCEDURE,Flap remains attached through inflation and breakaway opening,1,YES,CONNECTED
PACK-FLAP-HINGE-RIGHT,CORDURA-FLAP-RIGHT,CORDURA-CRADLE-RIGHT,CONTINUOUS_STITCHED_PEEL_HINGE,BOUND CORDURA SEAM,POSITIVE,POSITIVE,DEFINED,CORDURA-FLAP-RIGHT,CORDURA-CRADLE-RIGHT,CONTROLLED SERVICE PROCEDURE,Flap remains attached through inflation and breakaway opening,1,YES,CONNECTED
PACK-HOOK-FLAP,HOOK-STRIP,CORDURA-FLAP-LEFT,SEWN_HOOK_STRIP,MULTIROW PEEL-AXIS STITCH,POSITIVE,POSITIVE,DEFINED,HOOK-STRIP,CORDURA-FLAP-LEFT,CONTROLLED SERVICE PROCEDURE,Hook strip sewn to reinforced left flap,1,YES,CONNECTED
PACK-LOOP-FLAP,LOOP-STRIP,CORDURA-FLAP-RIGHT,SEWN_LOOP_STRIP,MULTIROW PEEL-AXIS STITCH,POSITIVE,POSITIVE,DEFINED,LOOP-STRIP,CORDURA-FLAP-RIGHT,CONTROLLED SERVICE PROCEDURE,Loop strip sewn to reinforced right flap,1,YES,CONNECTED
PACK-PEEL-CLOSURE,HOOK-STRIP,LOOP-STRIP,WET_RATED_PEEL_BREAKAWAY,16 DEGREE CONTROLLED OVERLAP,POSITIVE,POSITIVE,DEFINED,HOOK-STRIP,LOOP-STRIP,CONTROLLED SERVICE PROCEDURE,Inflation opens the closure in peel,1,YES,CONNECTED
PACK-EDGE-BAND-LEFT-1,PACK-EDGE-BAND-1,CORDURA-CRADLE-LEFT,CONTINUOUS_BOUND_EDGE_STITCH,HMPE BINDING,POSITIVE,POSITIVE,DEFINED,PACK-EDGE-BAND-1,CORDURA-CRADLE-LEFT,CONTROLLED SERVICE PROCEDURE,Radiused reinforced cradle edge,1,YES,CONNECTED
PACK-EDGE-BAND-RIGHT-1,PACK-EDGE-BAND-1,CORDURA-CRADLE-RIGHT,CONTINUOUS_BOUND_EDGE_STITCH,HMPE BINDING,POSITIVE,POSITIVE,DEFINED,PACK-EDGE-BAND-1,CORDURA-CRADLE-RIGHT,CONTROLLED SERVICE PROCEDURE,Radiused reinforced cradle edge,1,YES,CONNECTED
PACK-EDGE-BAND-FLAP-LEFT-1,PACK-EDGE-BAND-1,CORDURA-FLAP-LEFT,CONTINUOUS_BOUND_FLAP_EDGE_STITCH,HMPE BINDING,POSITIVE,POSITIVE,DEFINED,PACK-EDGE-BAND-1,CORDURA-FLAP-LEFT,CONTROLLED SERVICE PROCEDURE,Reinforced edge band remains sewn to the left peel flap through opening,1,YES,CONNECTED
PACK-EDGE-BAND-FLAP-RIGHT-1,PACK-EDGE-BAND-1,CORDURA-FLAP-RIGHT,CONTINUOUS_BOUND_FLAP_EDGE_STITCH,HMPE BINDING,POSITIVE,POSITIVE,DEFINED,PACK-EDGE-BAND-1,CORDURA-FLAP-RIGHT,CONTROLLED SERVICE PROCEDURE,Reinforced edge band remains sewn to the right peel flap through opening,1,YES,CONNECTED
PACK-TIE-WEBBING-1-1,PACK-RADIAL-TIE-1-1,PACK-ATTACHMENT-WEBBING-1,CLOSED_BAR_TACKED_WEBBING_LOOP,MULTIROW BAR TACKS,POSITIVE,POSITIVE,DEFINED,PACK-RADIAL-TIE-1-1,PACK-ATTACHMENT-WEBBING-1,CONTROLLED SERVICE PROCEDURE,Modeled collar-side pack retention,1,YES,CONNECTED
PACK-TIE-CRADLE-1-1,PACK-RADIAL-TIE-1-1,CORDURA-CRADLE-RIGHT,BAR_TACKED_CRADLE_TIE,REINFORCED PATCH AND BAR TACKS,POSITIVE,POSITIVE,DEFINED,PACK-RADIAL-TIE-1-1,CORDURA-CRADLE-RIGHT,CONTROLLED SERVICE PROCEDURE,Modeled cradle-side pack retention,1,YES,CONNECTED
PACK-TIE-WEBBING-1-2,PACK-RADIAL-TIE-1-2,PACK-ATTACHMENT-WEBBING-1,CLOSED_BAR_TACKED_WEBBING_LOOP,MULTIROW BAR TACKS,POSITIVE,POSITIVE,DEFINED,PACK-RADIAL-TIE-1-2,PACK-ATTACHMENT-WEBBING-1,CONTROLLED SERVICE PROCEDURE,Modeled collar-side pack retention,1,YES,CONNECTED
PACK-TIE-CRADLE-1-2,PACK-RADIAL-TIE-1-2,CORDURA-CRADLE-LEFT,BAR_TACKED_CRADLE_TIE,REINFORCED PATCH AND BAR TACKS,POSITIVE,POSITIVE,DEFINED,PACK-RADIAL-TIE-1-2,CORDURA-CRADLE-LEFT,CONTROLLED SERVICE PROCEDURE,Modeled cradle-side pack retention,1,YES,CONNECTED
PACK-TIE-WEBBING-1-3,PACK-RADIAL-TIE-1-3,PACK-ATTACHMENT-WEBBING-1,CLOSED_BAR_TACKED_WEBBING_LOOP,MULTIROW BAR TACKS,POSITIVE,POSITIVE,DEFINED,PACK-RADIAL-TIE-1-3,PACK-ATTACHMENT-WEBBING-1,CONTROLLED SERVICE PROCEDURE,Modeled collar-side pack retention,1,YES,CONNECTED
PACK-TIE-CRADLE-1-3,PACK-RADIAL-TIE-1-3,CORDURA-CRADLE-RIGHT,BAR_TACKED_CRADLE_TIE,REINFORCED PATCH AND BAR TACKS,POSITIVE,POSITIVE,DEFINED,PACK-RADIAL-TIE-1-3,CORDURA-CRADLE-RIGHT,CONTROLLED SERVICE PROCEDURE,Modeled cradle-side pack retention,1,YES,CONNECTED
PACK-EDGE-BAND-LEFT-2,PACK-EDGE-BAND-2,CORDURA-CRADLE-LEFT,CONTINUOUS_BOUND_EDGE_STITCH,HMPE BINDING,POSITIVE,POSITIVE,DEFINED,PACK-EDGE-BAND-2,CORDURA-CRADLE-LEFT,CONTROLLED SERVICE PROCEDURE,Radiused reinforced cradle edge,1,YES,CONNECTED
PACK-EDGE-BAND-RIGHT-2,PACK-EDGE-BAND-2,CORDURA-CRADLE-RIGHT,CONTINUOUS_BOUND_EDGE_STITCH,HMPE BINDING,POSITIVE,POSITIVE,DEFINED,PACK-EDGE-BAND-2,CORDURA-CRADLE-RIGHT,CONTROLLED SERVICE PROCEDURE,Radiused reinforced cradle edge,1,YES,CONNECTED
PACK-EDGE-BAND-FLAP-LEFT-2,PACK-EDGE-BAND-2,CORDURA-FLAP-LEFT,CONTINUOUS_BOUND_FLAP_EDGE_STITCH,HMPE BINDING,POSITIVE,POSITIVE,DEFINED,PACK-EDGE-BAND-2,CORDURA-FLAP-LEFT,CONTROLLED SERVICE PROCEDURE,Reinforced edge band remains sewn to the left peel flap through opening,1,YES,CONNECTED
PACK-EDGE-BAND-FLAP-RIGHT-2,PACK-EDGE-BAND-2,CORDURA-FLAP-RIGHT,CONTINUOUS_BOUND_FLAP_EDGE_STITCH,HMPE BINDING,POSITIVE,POSITIVE,DEFINED,PACK-EDGE-BAND-2,CORDURA-FLAP-RIGHT,CONTROLLED SERVICE PROCEDURE,Reinforced edge band remains sewn to the right peel flap through opening,1,YES,CONNECTED
PACK-TIE-WEBBING-2-1,PACK-RADIAL-TIE-2-1,PACK-ATTACHMENT-WEBBING-2,CLOSED_BAR_TACKED_WEBBING_LOOP,MULTIROW BAR TACKS,POSITIVE,POSITIVE,DEFINED,PACK-RADIAL-TIE-2-1,PACK-ATTACHMENT-WEBBING-2,CONTROLLED SERVICE PROCEDURE,Modeled collar-side pack retention,1,YES,CONNECTED
PACK-TIE-CRADLE-2-1,PACK-RADIAL-TIE-2-1,CORDURA-CRADLE-RIGHT,BAR_TACKED_CRADLE_TIE,REINFORCED PATCH AND BAR TACKS,POSITIVE,POSITIVE,DEFINED,PACK-RADIAL-TIE-2-1,CORDURA-CRADLE-RIGHT,CONTROLLED SERVICE PROCEDURE,Modeled cradle-side pack retention,1,YES,CONNECTED
PACK-TIE-WEBBING-2-2,PACK-RADIAL-TIE-2-2,PACK-ATTACHMENT-WEBBING-2,CLOSED_BAR_TACKED_WEBBING_LOOP,MULTIROW BAR TACKS,POSITIVE,POSITIVE,DEFINED,PACK-RADIAL-TIE-2-2,PACK-ATTACHMENT-WEBBING-2,CONTROLLED SERVICE PROCEDURE,Modeled collar-side pack retention,1,YES,CONNECTED
PACK-TIE-CRADLE-2-2,PACK-RADIAL-TIE-2-2,CORDURA-CRADLE-LEFT,BAR_TACKED_CRADLE_TIE,REINFORCED PATCH AND BAR TACKS,POSITIVE,POSITIVE,DEFINED,PACK-RADIAL-TIE-2-2,CORDURA-CRADLE-LEFT,CONTROLLED SERVICE PROCEDURE,Modeled cradle-side pack retention,1,YES,CONNECTED
