part_number,physical_title,state_definition,revision,description,material,finish,make_buy,manufacturer,cad_classification,mass_kg,volume_mm3,solid_count,face_count,bbox_mm,neutral_ap242_path,neutral_ap242_bytes,neutral_ap242_sha256,native_brep_path,native_brep_bytes,native_brep_sha256,four_view_render_path,four_view_render_bytes,four_view_render_sha256,installed_location_reference,installed_location_image,section_cutaway_status,release_status
DF8-SHORT14-BUOY-PANEL-06,60_L_BUOY_PANEL_06_WITH_PACKED-ENVELOPE_AND_DEPLOYED-GORE_STATES_TPU,STOWED,A,60 L BUOY PANEL 06 WITH PACKED-ENVELOPE AND DEPLOYED-GORE STATES,TPU-coated nylon,Clean RF-welded membrane; trimmed sealed edges,MAKE,STINGRAY custom,EXACT_ANALYTIC,0.02375,12968.494474018666,1,6,"{""xmin"":-40.54621064233675,""xmax"":-16.815605365647617,""ymin"":-40.546210642336746,""ymax"":-16.815605365647606,""zmin"":-0.012155354514269242,""zmax"":200.01215535451428}",neutral_ap242/DF8-SHORT14-BUOY-PANEL-06__STOWED__LOCAL_AP242.step,20568,f614e6bc784ee44edf196bbfd3d933e5257ed651e4873654442da327e7a5d561,native_brep/DF8-SHORT14-BUOY-PANEL-06__STOWED__LOCAL_OCCT.brep,5267,73cc41121f69aa7dad352c6b5bb7ad7f3deaef2e423936962ed1ed86f94aa54f,renders/DF8-SHORT14-BUOY-PANEL-06__STOWED__FOUR_VIEW.png,91911,7b208a7a07fd98e5f1e072b86b650dfb7262a045eb3be2c9006f9d00f56a7a9e,EXT-BUOY-PANEL-06 in Shortened_Aft_Body_External_Buoy_Assembly/Aft_Buoy_Breakaway_Wrap_CORDURA,NOT GENERATED - REGISTERED BY OCCURRENCE/BBOX; SYSTEM VIEWS PROVIDED,NOT PROVIDED - RELEASE DRAWING/ANALYSIS RELEVANCE NOT ESTABLISHED,DEVELOPMENTAL PART DEFINITION - NOT RELEASED FOR FABRICATION OR PROCUREMENT
DF8-SHORT14-BUOY-PANEL-06,60_L_BUOY_PANEL_06_WITH_PACKED-ENVELOPE_AND_DEPLOYED-GORE_STATES_TPU,DEPLOYED,A,60 L BUOY PANEL 06 WITH PACKED-ENVELOPE AND DEPLOYED-GORE STATES,TPU-coated nylon,Clean RF-welded membrane; trimmed sealed edges,MAKE,STINGRAY custom,EXACT_ANALYTIC,0.02375,42139.424700719304,1,4,"{""xmin"":-225.61982284229083,""xmax"":0.5779402868001413,""ymin"":-225.61982284229086,""ymax"":0.5779402868001264,""zmin"":-243.88694028680013,""zmax"":243.88694028680013}",neutral_ap242/DF8-SHORT14-BUOY-PANEL-06__DEPLOYED__LOCAL_AP242.step,12294,e8188701ade69fe0f49e08988205f3e1b76602ce715391c6aaa2e409fc214871,native_brep/DF8-SHORT14-BUOY-PANEL-06__DEPLOYED__LOCAL_OCCT.brep,3540,222f4faef938b147b7e03d83b0d4a60ba7454eec260aaa7a3ca2ffbc7193b5f7,renders/DF8-SHORT14-BUOY-PANEL-06__DEPLOYED__FOUR_VIEW.png,233804,a25187ffac9e8d02b68c98631fa8b29c604e194cbdb46d9aa7b9223c82cd52d9,EXT-BUOY-PANEL-06 in Shortened_Aft_Body_External_Buoy_Assembly/Aft_Buoy_Breakaway_Wrap_CORDURA,NOT GENERATED - REGISTERED BY OCCURRENCE/BBOX; SYSTEM VIEWS PROVIDED,NOT PROVIDED - RELEASE DRAWING/ANALYSIS RELEVANCE NOT ESTABLISHED,DEVELOPMENTAL PART DEFINITION - NOT RELEASED FOR FABRICATION OR PROCUREMENT
DF8-SHORT14-BUOY-PANEL-07,60_L_BUOY_PANEL_07_WITH_PACKED-ENVELOPE_AND_DEPLOYED-GORE_STATES_TPU,STOWED,A,60 L BUOY PANEL 07 WITH PACKED-ENVELOPE AND DEPLOYED-GORE STATES,TPU-coated nylon,Clean RF-welded membrane; trimmed sealed edges,MAKE,STINGRAY custom,EXACT_ANALYTIC,0.02375,12968.494474018655,1,6,"{""xmin"":-16.211509575728204,""xmax"":16.21150957572819,""ymin"":-44.212155354514266,""ymax"":-39.25201602584366,""zmin"":-0.012155354514265939,""zmax"":200.01215535451428}",neutral_ap242/DF8-SHORT14-BUOY-PANEL-07__STOWED__LOCAL_AP242.step,20610,bf4191dc7e34fb8f450164b78c3e5f569ea81f7edf1f5f9cef8a7e3aba7478fe,native_brep/DF8-SHORT14-BUOY-PANEL-07__STOWED__LOCAL_OCCT.brep,5409,0e28f5fbd36c0ba2d12b55866a51b4627ce05382f7832427a60f29f45d74e150,renders/DF8-SHORT14-BUOY-PANEL-07__STOWED__FOUR_VIEW.png,95132,1f3837b5e1988a238b0a2b97076caa25932b0a79a670358cb8b2dfecd7b3de22,EXT-BUOY-PANEL-07 in Shortened_Aft_Body_External_Buoy_Assembly/Aft_Buoy_Breakaway_Wrap_CORDURA,NOT GENERATED - REGISTERED BY OCCURRENCE/BBOX; SYSTEM VIEWS PROVIDED,NOT PROVIDED - RELEASE DRAWING/ANALYSIS RELEVANCE NOT ESTABLISHED,DEVELOPMENTAL PART DEFINITION - NOT RELEASED FOR FABRICATION OR PROCUREMENT
DF8-SHORT14-BUOY-PANEL-07,60_L_BUOY_PANEL_07_WITH_PACKED-ENVELOPE_AND_DEPLOYED-GORE_STATES_TPU,DEPLOYED,A,60 L BUOY PANEL 07 WITH PACKED-ENVELOPE AND DEPLOYED-GORE STATES,TPU-coated nylon,Clean RF-welded membrane; trimmed sealed edges,MAKE,STINGRAY custom,EXACT_ANALYTIC,0.02375,42139.42470071837,1,4,"{""xmin"":-94.44316946502622,""xmax"":94.44316946502633,""ymin"":-243.73872301798932,""ymax"":0.5779402868001532,""zmin"":-243.88694028680015,""zmax"":243.88694028680015}",neutral_ap242/DF8-SHORT14-BUOY-PANEL-07__DEPLOYED__LOCAL_AP242.step,12365,0b4255ca326cda83923b8edf6e815f74df3f11b3cb89aa6849e85dd1e644aa40,native_brep/DF8-SHORT14-BUOY-PANEL-07__DEPLOYED__LOCAL_OCCT.brep,3625,bc38683625f65036f7d767c02b1dc3d5b50c79fd0cb028f2164001d6e1f207b1,renders/DF8-SHORT14-BUOY-PANEL-07__DEPLOYED__FOUR_VIEW.png,226015,62f4481307a7d3b21ad68a870de008b259e898735cfc98500e5bf19fbea507c5,EXT-BUOY-PANEL-07 in Shortened_Aft_Body_External_Buoy_Assembly/Aft_Buoy_Breakaway_Wrap_CORDURA,NOT GENERATED - REGISTERED BY OCCURRENCE/BBOX; SYSTEM VIEWS PROVIDED,NOT PROVIDED - RELEASE DRAWING/ANALYSIS RELEVANCE NOT ESTABLISHED,DEVELOPMENTAL PART DEFINITION - NOT RELEASED FOR FABRICATION OR PROCUREMENT
DF8-SHORT14-BUOY-PANEL-08,60_L_BUOY_PANEL_08_WITH_PACKED-ENVELOPE_AND_DEPLOYED-GORE_STATES_TPU,STOWED,A,60 L BUOY PANEL 08 WITH PACKED-ENVELOPE AND DEPLOYED-GORE STATES,TPU-coated nylon,Clean RF-welded membrane; trimmed sealed edges,MAKE,STINGRAY custom,EXACT_ANALYTIC,0.02375,12968.494474018624,1,6,"{""xmin"":16.81560536564761,""xmax"":40.546210642336746,""ymin"":-40.54621064233675,""ymax"":-16.815605365647627,""zmin"":-0.012155354514268019,""zmax"":200.01215535451428}",neutral_ap242/DF8-SHORT14-BUOY-PANEL-08__STOWED__LOCAL_AP242.step,20537,308b2e3a6fe50aa29f43eb970fc971efc464e7873d6cc78a406cd4dd57bd68f3,native_brep/DF8-SHORT14-BUOY-PANEL-08__STOWED__LOCAL_OCCT.brep,5283,8ef8519dba1058bb93111c666f5b85fc622e61d032c1881f18369ec3fb761044,renders/DF8-SHORT14-BUOY-PANEL-08__STOWED__FOUR_VIEW.png,107200,6d2e571208d66ba3fc09f9ef4f7aa93ea988716693de0213f5946c8378f5f725,EXT-BUOY-PANEL-08 in Shortened_Aft_Body_External_Buoy_Assembly/Aft_Buoy_Breakaway_Wrap_CORDURA,NOT GENERATED - REGISTERED BY OCCURRENCE/BBOX; SYSTEM VIEWS PROVIDED,NOT PROVIDED - RELEASE DRAWING/ANALYSIS RELEVANCE NOT ESTABLISHED,DEVELOPMENTAL PART DEFINITION - NOT RELEASED FOR FABRICATION OR PROCUREMENT
DF8-SHORT14-BUOY-PANEL-08,60_L_BUOY_PANEL_08_WITH_PACKED-ENVELOPE_AND_DEPLOYED-GORE_STATES_TPU,DEPLOYED,A,60 L BUOY PANEL 08 WITH PACKED-ENVELOPE AND DEPLOYED-GORE STATES,TPU-coated nylon,Clean RF-welded membrane; trimmed sealed edges,MAKE,STINGRAY custom,EXACT_ANALYTIC,0.02375,42139.42470071837,1,4,"{""xmin"":-0.5779402868001541,""xmax"":225.6198228422909,""ymin"":-225.61982284229083,""ymax"":0.577940286800169,""zmin"":-243.88694028680015,""zmax"":243.88694028680015}",neutral_ap242/DF8-SHORT14-BUOY-PANEL-08__DEPLOYED__LOCAL_AP242.step,12301,7f6d5859a3688e282e175a7cda50cef2480af71a61d2487d44d538131c48baac,native_brep/DF8-SHORT14-BUOY-PANEL-08__DEPLOYED__LOCAL_OCCT.brep,3539,7ab88cdd6930884642f63589e2a797c9c7f441d2c7a00d147ee9d37389ab0944,renders/DF8-SHORT14-BUOY-PANEL-08__DEPLOYED__FOUR_VIEW.png,260529,d51948130382d90ac6d1e1777f9cc7f5cf69cfd59fd0b0afa6a18849c4565cb9,EXT-BUOY-PANEL-08 in Shortened_Aft_Body_External_Buoy_Assembly/Aft_Buoy_Breakaway_Wrap_CORDURA,NOT GENERATED - REGISTERED BY OCCURRENCE/BBOX; SYSTEM VIEWS PROVIDED,NOT PROVIDED - RELEASE DRAWING/ANALYSIS RELEVANCE NOT ESTABLISHED,DEVELOPMENTAL PART DEFINITION - NOT RELEASED FOR FABRICATION OR PROCUREMENT
DF8-SHORT14-CORDURA-BREAKAWAY-FLAP-LEFT-001,CORDURA_PEEL-OPEN_BREAKAWAY_FLAP_LEFT,STOWED,A,CORDURA PEEL-OPEN BREAKAWAY FLAP LEFT,1000D Cordura nylon with polyurethane coating,Per controlled drawing,MAKE,STINGRAY custom,EXACT_ANALYTIC,0.065,19562.32877329849,1,10,"{""xmin"":-8.215405620029152,""xmax"":46.50213757632626,""ymin"":7.973961732704181,""ymax"":47.207979312321754,""zmin"":-0.019211634150042012,""zmax"":238.01921163415005}",neutral_ap242/DF8-SHORT14-CORDURA-BREAKAWAY-FLAP-LEFT-001__STOWED__LOCAL_AP242.step,35774,0e2630e61effbad068fd14d7650f3aeccf4cf51cb419dea4d14c5214d30f67cf,native_brep/DF8-SHORT14-CORDURA-BREAKAWAY-FLAP-LEFT-001__STOWED__LOCAL_OCCT.brep,10917,18ad319db3144c285bfc4c64072532682f261b401801870452821d3927edd0ea,renders/DF8-SHORT14-CORDURA-BREAKAWAY-FLAP-LEFT-001__STOWED__FOUR_VIEW.png,123516,d6fdf0161b3d0aa209f317e526f3b8d371251bf7326c318ea7afeabc97478ddc,CORDURA-FLAP-LEFT in Shortened_Aft_Body_External_Buoy_Assembly/Aft_Buoy_Breakaway_Wrap_CORDURA,NOT GENERATED - REGISTERED BY OCCURRENCE/BBOX; SYSTEM VIEWS PROVIDED,NOT PROVIDED - RELEASE DRAWING/ANALYSIS RELEVANCE NOT ESTABLISHED,DEVELOPMENTAL PART DEFINITION - NOT RELEASED FOR FABRICATION OR PROCUREMENT
DF8-SHORT14-CORDURA-BREAKAWAY-FLAP-LEFT-001,CORDURA_PEEL-OPEN_BREAKAWAY_FLAP_LEFT,DEPLOYED,A,CORDURA PEEL-OPEN BREAKAWAY FLAP LEFT,1000D Cordura nylon with polyurethane coating,Per controlled drawing,MAKE,STINGRAY custom,EXACT_ANALYTIC,0.065,14280.000000000022,1,10,"{""xmin"":-49.50000010000001,""xmax"":-46.49999989999999,""ymin"":-21.00000010000001,""ymax"":23.00000010000001,""zmin"":-1.0000000794410928e-07,""zmax"":238.0000001}",neutral_ap242/DF8-SHORT14-CORDURA-BREAKAWAY-FLAP-LEFT-001__DEPLOYED__LOCAL_AP242.step,31574,05ba15355783c4abbf6f6539688671f77292c9a00d7bbe1ff97258ab303b403b,native_brep/DF8-SHORT14-CORDURA-BREAKAWAY-FLAP-LEFT-001__DEPLOYED__LOCAL_OCCT.brep,6469,a2233fac481b67a51526f8194b9d1c1e6b4c5a4b57e615ca43e483e4597bfc50,renders/DF8-SHORT14-CORDURA-BREAKAWAY-FLAP-LEFT-001__DEPLOYED__FOUR_VIEW.png,72455,e82031db1b888fcba2ae78f052a8d2bd62993a0a3a2688ab4173bbdb297eecb0,CORDURA-FLAP-LEFT in Shortened_Aft_Body_External_Buoy_Assembly/Aft_Buoy_Breakaway_Wrap_CORDURA,NOT GENERATED - REGISTERED BY OCCURRENCE/BBOX; SYSTEM VIEWS PROVIDED,NOT PROVIDED - RELEASE DRAWING/ANALYSIS RELEVANCE NOT ESTABLISHED,DEVELOPMENTAL PART DEFINITION - NOT RELEASED FOR FABRICATION OR PROCUREMENT
DF8-SHORT14-CORDURA-BREAKAWAY-FLAP-RIGHT-001,CORDURA_PEEL-OPEN_BREAKAWAY_FLAP_RIGHT,STOWED,A,CORDURA PEEL-OPEN BREAKAWAY FLAP RIGHT,1000D Cordura nylon with polyurethane coating,Per controlled drawing,MAKE,STINGRAY custom,EXACT_ANALYTIC,0.065,21556.163656312347,1,6,"{""xmin"":-47.92554975447359,""xmax"":8.462636413925837,""ymin"":8.225314877430726,""ymax"":48.65307518786725,""zmin"":-0.014652570429673262,""zmax"":238.01465257042966}",neutral_ap242/DF8-SHORT14-CORDURA-BREAKAWAY-FLAP-RIGHT-001__STOWED__LOCAL_AP242.step,20513,274b6e36d690acfaecf202edb0d5630791bf94a8e52aa4a574bbf4c7438539ba,native_brep/DF8-SHORT14-CORDURA-BREAKAWAY-FLAP-RIGHT-001__STOWED__LOCAL_OCCT.brep,6890,3357c1e966ef36f31fe0df83e656f97223419a4f7970b9f867fba16a0e5624ab,renders/DF8-SHORT14-CORDURA-BREAKAWAY-FLAP-RIGHT-001__STOWED__FOUR_VIEW.png,143571,69eace1cebd66ecc3842720f4b71d9df29a98c2624f38c8ba3c9593d4c2a05ee,CORDURA-FLAP-RIGHT in Shortened_Aft_Body_External_Buoy_Assembly/Aft_Buoy_Breakaway_Wrap_CORDURA,NOT GENERATED - REGISTERED BY OCCURRENCE/BBOX; SYSTEM VIEWS PROVIDED,NOT PROVIDED - RELEASE DRAWING/ANALYSIS RELEVANCE NOT ESTABLISHED,DEVELOPMENTAL PART DEFINITION - NOT RELEASED FOR FABRICATION OR PROCUREMENT
DF8-SHORT14-CORDURA-BREAKAWAY-FLAP-RIGHT-001,CORDURA_PEEL-OPEN_BREAKAWAY_FLAP_RIGHT,DEPLOYED,A,CORDURA PEEL-OPEN BREAKAWAY FLAP RIGHT,1000D Cordura nylon with polyurethane coating,Per controlled drawing,MAKE,STINGRAY custom,EXACT_ANALYTIC,0.065,14280.000000000018,1,10,"{""xmin"":46.49999989999999,""xmax"":49.50000010000001,""ymin"":-23.00000010000001,""ymax"":21.00000010000001,""zmin"":-1.0000000716072334e-07,""zmax"":238.0000001}",neutral_ap242/DF8-SHORT14-CORDURA-BREAKAWAY-FLAP-RIGHT-001__DEPLOYED__LOCAL_AP242.step,31539,a94bf16bb42cb8fe8cc09856a36c22f066d9b96618bb9b8ac93c2809e33a36aa,native_brep/DF8-SHORT14-CORDURA-BREAKAWAY-FLAP-RIGHT-001__DEPLOYED__LOCAL_OCCT.brep,6368,4bca7d94312e97fa5927a2e97c9a8a918d6cbfcee13ddc2f1e7b5ecd3443028e,renders/DF8-SHORT14-CORDURA-BREAKAWAY-FLAP-RIGHT-001__DEPLOYED__FOUR_VIEW.png,73174,23d6a342b472ba9df99493d27926b88e3504fecb1bf95594d47274f803c8acdc,CORDURA-FLAP-RIGHT in Shortened_Aft_Body_External_Buoy_Assembly/Aft_Buoy_Breakaway_Wrap_CORDURA,NOT GENERATED - REGISTERED BY OCCURRENCE/BBOX; SYSTEM VIEWS PROVIDED,NOT PROVIDED - RELEASE DRAWING/ANALYSIS RELEVANCE NOT ESTABLISHED,DEVELOPMENTAL PART DEFINITION - NOT RELEASED FOR FABRICATION OR PROCUREMENT
DF8-SHORT14-CORDURA-CRADLE-LEFT-001,AFT_BUOY_BREAKAWAY_WRAP_CORDURA_CRADLE_LEFT_PANEL_WITH_DRAINAGE_GAPS,STOWED,A,AFT BUOY BREAKAWAY WRAP CORDURA CRADLE LEFT PANEL WITH DRAINAGE GAPS,1000D Cordura nylon with polyurethane coating,Per controlled drawing,MAKE,STINGRAY custom,EXACT_ANALYTIC,0.0575,16804.536183684453,1,6,"{""xmin"":-44.01130366729327,""xmax"":0.013382279826200895,""ymin"":-45.56338227982621,""ymax"":-11.465594919664694,""zmin"":-0.013382279826209261,""zmax"":238.0133822798262}",neutral_ap242/DF8-SHORT14-CORDURA-CRADLE-LEFT-001__STOWED__LOCAL_AP242.step,20465,8f5e9df2a202bf5f8f99bc6351e69a65d7110243f4f85b246597bdc2d5e27bb9,native_brep/DF8-SHORT14-CORDURA-CRADLE-LEFT-001__STOWED__LOCAL_OCCT.brep,6032,4c25849188461f103dcd8735833ca073827f9f86484fdeb2c304c76e6e978198,renders/DF8-SHORT14-CORDURA-CRADLE-LEFT-001__STOWED__FOUR_VIEW.png,108636,b357c93aefa0e3c858a1b3193ced01e6a3ed4c0a233eaa3dabfe88c2e8fde559,CORDURA-CRADLE-LEFT in Shortened_Aft_Body_External_Buoy_Assembly/Aft_Buoy_Breakaway_Wrap_CORDURA,NOT GENERATED - REGISTERED BY OCCURRENCE/BBOX; SYSTEM VIEWS PROVIDED,NOT PROVIDED - RELEASE DRAWING/ANALYSIS RELEVANCE NOT ESTABLISHED,DEVELOPMENTAL PART DEFINITION - NOT RELEASED FOR FABRICATION OR PROCUREMENT
DF8-SHORT14-CORDURA-CRADLE-LEFT-001,AFT_BUOY_BREAKAWAY_WRAP_CORDURA_CRADLE_LEFT_PANEL_WITH_DRAINAGE_GAPS,DEPLOYED,A,AFT BUOY BREAKAWAY WRAP CORDURA CRADLE LEFT PANEL WITH DRAINAGE GAPS,1000D Cordura nylon with polyurethane coating,Per controlled drawing,MAKE,STINGRAY custom,EXACT_ANALYTIC,0.0575,16804.536183684453,1,6,"{""xmin"":-44.01130366729327,""xmax"":0.013382279826200895,""ymin"":-45.56338227982621,""ymax"":-11.465594919664694,""zmin"":-0.013382279826209261,""zmax"":238.0133822798262}",neutral_ap242/DF8-SHORT14-CORDURA-CRADLE-LEFT-001__DEPLOYED__LOCAL_AP242.step,20475,df5010d6a86d54f7060ac2375bc5ea8140319a38213c61cc39c08b33028e5a20,native_brep/DF8-SHORT14-CORDURA-CRADLE-LEFT-001__DEPLOYED__LOCAL_OCCT.brep,6032,4c25849188461f103dcd8735833ca073827f9f86484fdeb2c304c76e6e978198,renders/DF8-SHORT14-CORDURA-CRADLE-LEFT-001__DEPLOYED__FOUR_VIEW.png,109254,6f4647974a1f90f65ba3723db3756f619165b8a3a41b0b12ea7508e5ffaeb26e,CORDURA-CRADLE-LEFT in Shortened_Aft_Body_External_Buoy_Assembly/Aft_Buoy_Breakaway_Wrap_CORDURA,NOT GENERATED - REGISTERED BY OCCURRENCE/BBOX; SYSTEM VIEWS PROVIDED,NOT PROVIDED - RELEASE DRAWING/ANALYSIS RELEVANCE NOT ESTABLISHED,DEVELOPMENTAL PART DEFINITION - NOT RELEASED FOR FABRICATION OR PROCUREMENT
DF8-SHORT14-CORDURA-CRADLE-RIGHT-001,AFT_BUOY_BREAKAWAY_WRAP_CORDURA_CRADLE_RIGHT_PANEL_WITH_DRAINAGE_GAPS,STOWED,A,AFT BUOY BREAKAWAY WRAP CORDURA CRADLE RIGHT PANEL WITH DRAINAGE GAPS,1000D Cordura nylon with polyurethane coating,Per controlled drawing,MAKE,STINGRAY custom,EXACT_ANALYTIC,0.0575,16804.536183684366,1,6,"{""xmin"":-0.013382279826221595,""xmax"":44.01130366729327,""ymin"":-45.56338227982621,""ymax"":-11.465594919664685,""zmin"":-0.013382279826213228,""zmax"":238.0133822798262}",neutral_ap242/DF8-SHORT14-CORDURA-CRADLE-RIGHT-001__STOWED__LOCAL_AP242.step,20488,b313cfa258663c94226a3bdaef829099ddd92ea70c5eac35480d45104281e5c8,native_brep/DF8-SHORT14-CORDURA-CRADLE-RIGHT-001__STOWED__LOCAL_OCCT.brep,6081,f4a121949b187f42b0d842fbcb3a48864627c36bfb20c6a9033e1713d6abcaab,renders/DF8-SHORT14-CORDURA-CRADLE-RIGHT-001__STOWED__FOUR_VIEW.png,131283,c9d863b41ee45e1de263c301689ac3e494f09722f180c004328eeae2d9b8d590,CORDURA-CRADLE-RIGHT in Shortened_Aft_Body_External_Buoy_Assembly/Aft_Buoy_Breakaway_Wrap_CORDURA,NOT GENERATED - REGISTERED BY OCCURRENCE/BBOX; SYSTEM VIEWS PROVIDED,NOT PROVIDED - RELEASE DRAWING/ANALYSIS RELEVANCE NOT ESTABLISHED,DEVELOPMENTAL PART DEFINITION - NOT RELEASED FOR FABRICATION OR PROCUREMENT
DF8-SHORT14-CORDURA-CRADLE-RIGHT-001,AFT_BUOY_BREAKAWAY_WRAP_CORDURA_CRADLE_RIGHT_PANEL_WITH_DRAINAGE_GAPS,DEPLOYED,A,AFT BUOY BREAKAWAY WRAP CORDURA CRADLE RIGHT PANEL WITH DRAINAGE GAPS,1000D Cordura nylon with polyurethane coating,Per controlled drawing,MAKE,STINGRAY custom,EXACT_ANALYTIC,0.0575,16804.536183684366,1,6,"{""xmin"":-0.013382279826221595,""xmax"":44.01130366729327,""ymin"":-45.56338227982621,""ymax"":-11.465594919664685,""zmin"":-0.013382279826213228,""zmax"":238.0133822798262}",neutral_ap242/DF8-SHORT14-CORDURA-CRADLE-RIGHT-001__DEPLOYED__LOCAL_AP242.step,20498,109925cba3917f426b1a169d711bcd2e60de3a29cc192a86c290393a42e41d7f,native_brep/DF8-SHORT14-CORDURA-CRADLE-RIGHT-001__DEPLOYED__LOCAL_OCCT.brep,6081,f4a121949b187f42b0d842fbcb3a48864627c36bfb20c6a9033e1713d6abcaab,renders/DF8-SHORT14-CORDURA-CRADLE-RIGHT-001__DEPLOYED__FOUR_VIEW.png,131802,1a44064bd0df9abd79f63978651e4360907a4dc48015efe368f46db126d349ba,CORDURA-CRADLE-RIGHT in Shortened_Aft_Body_External_Buoy_Assembly/Aft_Buoy_Breakaway_Wrap_CORDURA,NOT GENERATED - REGISTERED BY OCCURRENCE/BBOX; SYSTEM VIEWS PROVIDED,NOT PROVIDED - RELEASE DRAWING/ANALYSIS RELEVANCE NOT ESTABLISHED,DEVELOPMENTAL PART DEFINITION - NOT RELEASED FOR FABRICATION OR PROCUREMENT
DF8-SHORT14-CROSSHEAD-001,ONE-PIECE_SIX-CLEVIS_GUIDED_COMMON_CROSSHEAD_WITHOUT_BOOLEAN_DEBRIS_SS,STOWED,A,ONE-PIECE SIX-CLEVIS GUIDED COMMON CROSSHEAD WITHOUT BOOLEAN DEBRIS,17-4PH stainless steel,ASTM A967 passivated; critical bearing surfaces ground,MAKE,STINGRAY custom,EXACT_ANALYTIC,0.01232918785989715,1590.8629496641483,1,123,"{""xmin"":-19.001381942116126,""xmax"":22.201291344147325,""ymin"":-21.62705530816186,""ymax"":21.62705530816186,""zmin"":-4.5008553800794795,""zmax"":4.500855380079478}",neutral_ap242/DF8-SHORT14-CROSSHEAD-001__STOWED__LOCAL_AP242.step,480817,53021f7e811330a9937965ebeea3a14bfafda23680554d988d00cb0dfedfcc4a,native_brep/DF8-SHORT14-CROSSHEAD-001__STOWED__LOCAL_OCCT.brep,164202,2c5cc6c4683701231199b5ed37b2da53c9d9973fbcb0dd3efc3f19fccfebd586,renders/DF8-SHORT14-CROSSHEAD-001__STOWED__FOUR_VIEW.png,207001,715aeeb312a523ddca07952c476ec0d7d41ec9f307d2b14c253e353707fef290,CROSSHEAD-001 in Arm_Activation_Powertrain_Assembly,NOT GENERATED - REGISTERED BY OCCURRENCE/BBOX; SYSTEM VIEWS PROVIDED,NOT PROVIDED - RELEASE DRAWING/ANALYSIS RELEVANCE NOT ESTABLISHED,DEVELOPMENTAL PART DEFINITION - NOT RELEASED FOR FABRICATION OR PROCUREMENT
DF8-SHORT14-FIXED-SECTOR-001,SHORTENED_ANALYTIC_CYLINDRICAL_FIXED_BODY_SECTOR_TI,STOWED,A,SHORTENED ANALYTIC CYLINDRICAL FIXED BODY SECTOR,Ti-6Al-4V,ASTM B600 clean/passivate; drawing-controlled surface finish,MAKE,STINGRAY custom,EXACT_ANALYTIC,0.17781369911265105,40138.53253107247,1,32,"{""xmin"":21.158421361980068,""xmax"":28.50855144848078,""ymin"":-13.825625625501399,""ymax"":13.825625625501385,""zmin"":-0.008551448480775197,""zmax"":389.40855144848075}",neutral_ap242/DF8-SHORT14-FIXED-SECTOR-001__STOWED__LOCAL_AP242.step,128318,474076b05aa035228e943dad5e81e977613e9a12d555699079f15a39834f4e10,native_brep/DF8-SHORT14-FIXED-SECTOR-001__STOWED__LOCAL_OCCT.brep,44341,d778e0360f87d6002cf94282c330027cc8a037cc381dc052c06bebe6a9df6083,renders/DF8-SHORT14-FIXED-SECTOR-001__STOWED__FOUR_VIEW.png,74427,ff04dcee155291df25499cdb5f369feba1533030eee13ba43933b0181369417a,FIXED-SECTOR-1 in Arm_Activation_Powertrain_Assembly | FIXED-SECTOR-2 in Arm_Activation_Powertrain_Assembly,NOT GENERATED - REGISTERED BY OCCURRENCE/BBOX; SYSTEM VIEWS PROVIDED,NOT PROVIDED - RELEASE DRAWING/ANALYSIS RELEVANCE NOT ESTABLISHED,DEVELOPMENTAL PART DEFINITION - NOT RELEASED FOR FABRICATION OR PROCUREMENT
DF8-SHORT14-HOOK-STRIP-001,WET-RATED_HOOK_CLOSURE_STRIP,STOWED,A,WET-RATED HOOK CLOSURE STRIP,Nylon hook-and-loop,Per controlled drawing,MAKE,STINGRAY custom,EXACT_ANALYTIC,0.012,565.3302961451839,1,6,"{""xmin"":-8.243757689506017,""xmax"":4.9674832269802955,""ymin"":46.47014602584681,""ymax"":47.409625467471855,""zmin"":-0.012834068093521948,""zmax"":214.01283406809353}",neutral_ap242/DF8-SHORT14-HOOK-STRIP-001__STOWED__LOCAL_AP242.step,20302,ae68c5826e4a9f6949f5d88dd3fec77d4dc94c4fdecf35d0ed95fd03f8713b27,native_brep/DF8-SHORT14-HOOK-STRIP-001__STOWED__LOCAL_OCCT.brep,6205,089980167b47c9350b16730448451dbfa73e13d0d6e459b7e5007b54edfe609e,renders/DF8-SHORT14-HOOK-STRIP-001__STOWED__FOUR_VIEW.png,62819,4f99516aba95ade43eab1165f25313b47eeaf04a7d1db42893a0423719523031,HOOK-STRIP in Shortened_Aft_Body_External_Buoy_Assembly/Aft_Buoy_Breakaway_Wrap_CORDURA,NOT GENERATED - REGISTERED BY OCCURRENCE/BBOX; SYSTEM VIEWS PROVIDED,NOT PROVIDED - RELEASE DRAWING/ANALYSIS RELEVANCE NOT ESTABLISHED,DEVELOPMENTAL PART DEFINITION - NOT RELEASED FOR FABRICATION OR PROCUREMENT
